customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,transaction_date,amount,category,channel,balance_after,premium_amount,start_date,end_date,status,transaction_date_year,transaction_date_month,transaction_date_day,transaction_date_weekday,start_date_year,start_date_month,start_date_day,start_date_weekday,end_date_year,end_date_month,end_date_day,end_date_weekday,product_type
1250,47.0,High,Go Banking,Records Manager,Kakamega,Medium,2024-05-12 00:00:00.000000000,148121.0,School Fees,Branch,406233.0,7611.0,2023-07-14 00:00:00.000000000,2026-12-18 00:00:00.000000000,Active,2024,5,12,6,2023,7,14,4,2026,12,18,4,Travel
1251,47.0,High,Platinum,Surgeon,Nairobi,Medium,2025-09-17 00:00:00.000000000,32251.0,Travel,Internet Banking,406233.0,8579.0,2022-12-24 00:00:00.000000000,2026-09-20 00:00:00.000000000,Active,2025,9,17,2,2022,12,24,5,2026,9,20,6,Motor
1252,38.0,Medium,SME,Firefighter,Bomet,Medium,2024-06-03 00:00:00.000000000,148121.0,Personal,Internet Banking,62486.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,6,3,0,2023,9,15,4,2027,9,19,6,Medical
1253,47.0,Medium,Gold,Health Promotion Specialist,Kisumu,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2022-10-18 00:00:00.000000000,2028-05-29 00:00:00.000000000,Active,2025,3,15,5,2022,10,18,1,2028,5,29,0,Gadget
1254,47.0,Medium,Platinum,"Psychotherapist, Dance Movement",Kitale,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-07-13 00:00:00.000000000,2028-12-02 00:00:00.000000000,Active,2025,3,15,5,2024,7,13,5,2028,12,2,5,Medical
1255,47.0,Low,SME,Architect,Meru,High,2025-07-25 00:00:00.000000000,148121.0,School Fees,Branch,520383.0,7611.0,2025-02-26 00:00:00.000000000,2027-10-16 00:00:00.000000000,Pending,2025,7,25,4,2025,2,26,2,2027,10,16,5,Medical
1255,47.0,Low,SME,Architect,Meru,High,2025-07-25 00:00:00.000000000,148121.0,School Fees,Branch,520383.0,7611.0,2024-02-08 00:00:00.000000000,2028-02-16 00:00:00.000000000,Active,2025,7,25,4,2024,2,8,3,2028,2,16,2,Gadget
1256,47.0,Low,Platinum,"Doctor, Hospital",Mombasa,Medium,2024-11-04 00:00:00.000000000,148121.0,Groceries,App,690092.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,11,4,0,2023,9,15,4,2027,9,19,6,Medical
1256,47.0,Low,Platinum,"Doctor, Hospital",Mombasa,Medium,2025-07-28 00:00:00.000000000,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,7,28,0,2023,9,15,4,2027,9,19,6,Life
1257,75.0,High,Gold,Fast Food Restaurant Manager,Embu,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Gadget
1258,32.0,High,SME,Oncologist,Eldoret,Low,2025-08-30 00:00:00.000000000,30083.0,Groceries,Internet Banking,406233.0,3407.0,2024-07-24 00:00:00.000000000,2027-06-12 00:00:00.000000000,Active,2025,8,30,5,2024,7,24,2,2027,6,12,5,Medical
1259,47.0,Medium,Gold,Rural Practice Surveyor,Kisumu,Medium,2025-10-06 00:00:00.000000000,148121.0,School Fees,Internet Banking,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,10,6,0,2023,9,15,4,2027,9,19,6,Travel
1260,47.0,Medium,SME,"Librarian, Academic",Kitale,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2022-08-02 00:00:00.000000000,2028-02-04 00:00:00.000000000,Lapsed,2025,3,15,5,2022,8,2,1,2028,2,4,4,Medical
1260,47.0,Medium,SME,"Librarian, Academic",Kitale,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2026-05-17 00:00:00.000000000,Active,2025,3,15,5,2023,9,15,4,2026,5,17,6,Medical
1261,29.0,Low,Go Banking,Clinical Psychologist,Kitale,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,5275.0,2025-02-12 00:00:00.000000000,2028-11-27 00:00:00.000000000,Active,2025,3,15,5,2025,2,12,2,2028,11,27,0,Gadget
1261,29.0,Low,Go Banking,Clinical Psychologist,Kitale,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-06-07 00:00:00.000000000,2026-06-05 00:00:00.000000000,Active,2025,3,15,5,2024,6,7,4,2026,6,5,4,Gadget
1262,47.0,High,Platinum,Risk Analyst,Kajiado,Low,2026-01-01 00:00:00.000000000,148121.0,Travel,App,117044.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2026,1,1,3,2023,9,15,4,2027,9,19,6,Travel
1262,47.0,Medium,Platinum,Risk Analyst,Kajiado,Low,2024-09-07 00:00:00.000000000,225929.0,Electronics,Branch,584775.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,9,7,5,2023,9,15,4,2027,9,19,6,Travel
1263,44.0,Low,Gold,Financial Trader,Bungoma,Low,2024-05-25 00:00:00.000000000,148121.0,Groceries,Ussd,693998.0,7611.0,2024-11-26 00:00:00.000000000,2028-09-29 00:00:00.000000000,Active,2024,5,25,5,2024,11,26,1,2028,9,29,4,Motor
1263,44.0,Low,Gold,Financial Trader,Bungoma,Low,2024-05-25 00:00:00.000000000,148121.0,Groceries,Ussd,693998.0,7611.0,2023-12-06 00:00:00.000000000,2028-06-04 00:00:00.000000000,Active,2024,5,25,5,2023,12,6,2,2028,6,4,6,Travel
1264,47.0,Medium,Platinum,"Designer, Interior/Spatial",Naivasha,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-02-15 00:00:00.000000000,2027-09-19 00:00:00.000000000,Active,2025,3,15,5,2023,2,15,2,2027,9,19,6,Life
1264,47.0,Low,Platinum,"Designer, Interior/Spatial",Naivasha,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,4081.0,2023-10-14 00:00:00.000000000,2028-07-14 00:00:00.000000000,Pending,2025,3,15,5,2023,10,14,5,2028,7,14,4,Travel
1264,47.0,Medium,Platinum,"Designer, Interior/Spatial",Naivasha,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-12-03 00:00:00.000000000,2026-04-17 00:00:00.000000000,Active,2025,3,15,5,2024,12,3,1,2026,4,17,4,Motor
1265,77.0,High,Gold,"Scientist, Water Quality",Thika Road,Low,2024-07-20 00:00:00.000000000,148121.0,Personal,Branch,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,7,20,5,2023,9,15,4,2027,9,19,6,Motor
1265,77.0,Medium,Gold,"Scientist, Water Quality",Thika Road,Low,2024-05-20 00:00:00.000000000,236177.0,Electronics,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,5,20,0,2023,9,15,4,2027,9,19,6,Travel
1266,47.0,Medium,Platinum,Network Engineer,Nairobi,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,8844.0,2023-11-06 00:00:00.000000000,2027-06-08 00:00:00.000000000,Active,2025,3,15,5,2023,11,6,0,2027,6,8,1,Medical
1266,47.0,Medium,Platinum,Network Engineer,Nairobi,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2022-06-11 00:00:00.000000000,2028-11-21 00:00:00.000000000,Lapsed,2025,3,15,5,2022,6,11,5,2028,11,21,1,Travel
1267,47.0,Medium,Platinum,Press Photographer,Kisumu,Low,2024-08-26 00:00:00.000000000,148121.0,Electronics,App,406233.0,7611.0,2023-08-22 00:00:00.000000000,2026-07-22 00:00:00.000000000,Active,2024,8,26,0,2023,8,22,1,2026,7,22,2,Life
1267,47.0,Medium,Platinum,Press Photographer,Kisumu,Low,2026-03-14 00:00:00.000000000,171467.0,Travel,App,348178.0,7611.0,2023-08-22 00:00:00.000000000,2026-07-22 00:00:00.000000000,Active,2026,3,14,5,2023,8,22,1,2026,7,22,2,Life
1268,25.0,Medium,Platinum,"Scientist, Research (Physical Sciences)",Kakamega,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Life
1269,47.0,Low,Go Banking,Rural Practice Surveyor,Kericho,Low,2025-02-09 00:00:00.000000000,295106.0,Personal,App,357717.0,1453.0,2022-11-12 00:00:00.000000000,2027-07-16 00:00:00.000000000,Pending,2025,2,9,6,2022,11,12,5,2027,7,16,4,Motor
1269,47.0,Low,Go Banking,Rural Practice Surveyor,Kericho,Low,2025-02-09 00:00:00.000000000,295106.0,Personal,App,357717.0,14031.0,2023-05-13 00:00:00.000000000,2027-03-26 00:00:00.000000000,Active,2025,2,9,6,2023,5,13,5,2027,3,26,4,Travel
1270,44.0,Low,SME,Risk Manager,Thika Road,Low,2026-03-08 00:00:00.000000000,190653.0,School Fees,Internet Banking,23930.0,5755.0,2023-04-14 00:00:00.000000000,2028-08-16 00:00:00.000000000,Active,2026,3,8,6,2023,4,14,4,2028,8,16,2,Life
1271,47.0,Medium,Go Banking,Community Development Worker,Siaya,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-11-01 00:00:00.000000000,2026-11-21 00:00:00.000000000,Active,2025,3,15,5,2024,11,1,4,2026,11,21,5,Gadget
1272,67.0,High,Platinum,"Nurse, Learning Disability",Voi,Medium,2025-08-21 00:00:00.000000000,148121.0,Electronics,Internet Banking,29100.0,7611.0,2024-05-16 00:00:00.000000000,2026-09-16 00:00:00.000000000,Active,2025,8,21,3,2024,5,16,3,2026,9,16,2,Life
1272,67.0,High,Platinum,"Nurse, Learning Disability",Voi,Medium,2025-02-11 00:00:00.000000000,118478.0,Travel,App,699598.0,7611.0,2024-05-16 00:00:00.000000000,2026-09-16 00:00:00.000000000,Active,2025,2,11,1,2024,5,16,3,2026,9,16,2,Travel
1273,47.0,Low,Gold,Fine Artist,Nyeri,Medium,2025-05-26 00:00:00.000000000,148121.0,Bills,Branch,431542.0,7611.0,2025-01-31 00:00:00.000000000,2026-08-09 00:00:00.000000000,Active,2025,5,26,0,2025,1,31,4,2026,8,9,6,Life
1274,47.0,High,Platinum,Ergonomist,Narok,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-08-07 00:00:00.000000000,2027-09-19 06:09:16.677316352,Pending,2025,3,15,5,2024,8,7,2,2027,9,19,6,Travel
1275,41.0,Low,SME,"Pilot, Airline",Nakuru,Medium,2026-01-20 00:00:00.000000000,148121.0,Electronics,Ussd,406233.0,10457.0,2024-01-17 00:00:00.000000000,2026-07-23 00:00:00.000000000,Lapsed,2026,1,20,1,2024,1,17,2,2026,7,23,3,Life
1275,41.0,Low,SME,"Pilot, Airline",Nakuru,Medium,2026-01-20 00:00:00.000000000,148121.0,Electronics,Ussd,406233.0,7611.0,2024-07-19 00:00:00.000000000,2026-10-06 00:00:00.000000000,Pending,2026,1,20,1,2024,7,19,4,2026,10,6,1,Gadget
1275,41.0,Low,SME,"Pilot, Airline",Nakuru,Medium,2026-01-20 00:00:00.000000000,148121.0,Electronics,Ussd,406233.0,7611.0,2024-02-01 00:00:00.000000000,2026-06-25 00:00:00.000000000,Active,2026,1,20,1,2024,2,1,3,2026,6,25,3,Medical
1275,41.0,Low,SME,"Pilot, Airline",Nakuru,Medium,2025-12-17 00:00:00.000000000,148121.0,Groceries,Ussd,666535.0,10457.0,2024-01-17 00:00:00.000000000,2026-07-23 00:00:00.000000000,Lapsed,2025,12,17,2,2024,1,17,2,2026,7,23,3,Gadget
1275,41.0,Low,SME,"Pilot, Airline",Nakuru,Medium,2025-12-17 00:00:00.000000000,148121.0,Groceries,Ussd,666535.0,7611.0,2024-07-19 00:00:00.000000000,2026-10-06 00:00:00.000000000,Pending,2025,12,17,2,2024,7,19,4,2026,10,6,1,Motor
1275,41.0,Low,SME,"Pilot, Airline",Nakuru,Medium,2025-12-17 00:00:00.000000000,148121.0,Groceries,Ussd,666535.0,7611.0,2024-02-01 00:00:00.000000000,2026-06-25 00:00:00.000000000,Active,2025,12,17,2,2024,2,1,3,2026,6,25,3,Travel
1276,63.0,Medium,Go Banking,Dispensing Optician,Siaya,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2022-08-02 00:00:00.000000000,2028-07-08 00:00:00.000000000,Pending,2025,3,15,5,2022,8,2,1,2028,7,8,5,Motor
1276,63.0,Medium,Go Banking,Dispensing Optician,Siaya,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-12-30 00:00:00.000000000,2027-11-13 00:00:00.000000000,Active,2025,3,15,5,2024,12,30,0,2027,11,13,5,Travel
1277,32.0,Medium,SME,"Horticulturist, Amenity",Eldoret,Low,2026-02-17 00:00:00.000000000,148121.0,Bills,Ussd,567342.0,5874.0,2023-12-18 00:00:00.000000000,2027-05-21 00:00:00.000000000,Active,2026,2,17,1,2023,12,18,0,2027,5,21,4,Life
1278,47.0,Medium,Gold,Forensic Psychologist,Kakamega,Low,2025-09-22 00:00:00.000000000,140126.0,School Fees,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,9,22,0,2023,9,15,4,2027,9,19,6,Travel
1279,47.0,High,SME,Communications Engineer,Meru,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,5811.0,2024-09-18 00:00:00.000000000,2026-12-26 00:00:00.000000000,Active,2025,3,15,5,2024,9,18,2,2026,12,26,5,Motor
1279,47.0,High,SME,Communications Engineer,Meru,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,10650.0,2023-02-06 00:00:00.000000000,2028-12-26 00:00:00.000000000,Active,2025,3,15,5,2023,2,6,0,2028,12,26,1,Gadget
1280,47.0,Medium,Go Banking,"Surveyor, Quantity",Kericho,Medium,2025-06-28 00:00:00.000000000,148121.0,Electronics,App,602430.0,7611.0,2022-10-29 00:00:00.000000000,2027-06-16 00:00:00.000000000,Pending,2025,6,28,5,2022,10,29,5,2027,6,16,2,Motor
1281,47.0,Low,Gold,Hydrographic Surveyor,Kwale,Low,2025-05-27 00:00:00.000000000,223988.0,Bills,Branch,406233.0,10025.0,2024-05-24 00:00:00.000000000,2026-04-25 00:00:00.000000000,Lapsed,2025,5,27,1,2024,5,24,4,2026,4,25,5,Medical
1281,47.0,Low,Gold,Hydrographic Surveyor,Kwale,Low,2024-10-31 00:00:00.000000000,148121.0,Bills,Internet Banking,563375.0,10025.0,2024-05-24 00:00:00.000000000,2026-04-25 00:00:00.000000000,Lapsed,2024,10,31,3,2024,5,24,4,2026,4,25,5,Travel
1281,47.0,Low,Gold,Hydrographic Surveyor,Kwale,Low,2025-12-16 00:00:00.000000000,148121.0,Personal,App,581551.0,10025.0,2024-05-24 00:00:00.000000000,2026-04-25 00:00:00.000000000,Lapsed,2025,12,16,1,2024,5,24,4,2026,4,25,5,Life
1282,47.0,Medium,SME,Civil Service Fast Streamer,Malindi,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Medical
1283,26.0,Medium,Go Banking,Town Planner,Garissa,Medium,2024-09-14 00:00:00.000000000,148121.0,Electronics,App,112238.0,7611.0,2022-06-03 00:00:00.000000000,2027-12-03 00:00:00.000000000,Active,2024,9,14,5,2022,6,3,4,2027,12,3,4,Gadget
1284,47.0,High,Go Banking,Prison Officer,Kericho,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,3801.0,2022-12-02 00:00:00.000000000,2028-08-28 00:00:00.000000000,Pending,2025,3,15,5,2022,12,2,4,2028,8,28,0,Gadget
1284,47.0,High,Go Banking,Prison Officer,Kericho,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2022-07-12 00:00:00.000000000,2026-05-24 00:00:00.000000000,Active,2025,3,15,5,2022,7,12,1,2026,5,24,6,Gadget
1284,47.0,High,Go Banking,Prison Officer,Kericho,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2022-05-18 00:00:00.000000000,2028-08-15 00:00:00.000000000,Active,2025,3,15,5,2022,5,18,2,2028,8,15,1,Motor
1285,47.0,Medium,Platinum,Market Researcher,Bungoma,Low,2025-12-09 00:00:00.000000000,148121.0,Bills,Internet Banking,509347.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,12,9,1,2023,9,15,4,2027,9,19,6,Travel
1285,47.0,Medium,Platinum,Market Researcher,Bungoma,Low,2024-08-23 00:00:00.000000000,148121.0,School Fees,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,8,23,4,2023,9,15,4,2027,9,19,6,Motor
1286,47.0,Low,SME,Energy Engineer,Kakamega,Low,2025-08-12 00:00:00.000000000,148121.0,Travel,Ussd,406233.0,7611.0,2024-04-18 00:00:00.000000000,2028-08-16 00:00:00.000000000,Active,2025,8,12,1,2024,4,18,3,2028,8,16,2,Motor
1287,47.0,Medium,Gold,"Therapist, Sports",Nairobi,Medium,2024-05-14 00:00:00.000000000,31755.0,Personal,Ussd,406233.0,7611.0,2022-04-16 00:00:00.000000000,2028-10-30 00:00:00.000000000,Active,2024,5,14,1,2022,4,16,5,2028,10,30,0,Travel
1287,47.0,High,Gold,"Therapist, Sports",Nairobi,Medium,2024-09-20 00:00:00.000000000,148121.0,Groceries,Internet Banking,406233.0,7611.0,2022-04-16 00:00:00.000000000,2028-10-30 00:00:00.000000000,Active,2024,9,20,4,2022,4,16,5,2028,10,30,0,Gadget
1288,47.0,High,Platinum,Engineering Geologist,Machakos,Medium,2025-01-03 00:00:00.000000000,148121.0,Electronics,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,1,3,4,2023,9,15,4,2027,9,19,6,Motor
1288,47.0,High,Platinum,Engineering Geologist,Machakos,Medium,2025-10-12 00:00:00.000000000,167460.0,Electronics,App,214102.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,10,12,6,2023,9,15,4,2027,9,19,6,Motor
1289,47.0,Medium,SME,"Engineer, Water",Voi,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-10-24 00:00:00.000000000,2028-04-18 00:00:00.000000000,Active,2025,3,15,5,2023,10,24,1,2028,4,18,1,Travel
1290,47.0,High,SME,Early Years Teacher,Thika Road,High,2024-11-17 00:00:00.000000000,148121.0,Electronics,Branch,354294.0,7611.0,2024-07-04 00:00:00.000000000,2027-04-12 00:00:00.000000000,Active,2024,11,17,6,2024,7,4,3,2027,4,12,0,Motor
1291,47.0,High,Gold,Politician'S Assistant,Eldoret,Low,2024-10-05 00:00:00.000000000,111836.0,Bills,Ussd,746447.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,10,5,5,2023,9,15,4,2027,9,19,6,Travel
1291,47.0,High,Gold,Politician'S Assistant,Eldoret,Low,2025-12-21 00:00:00.000000000,148121.0,School Fees,Ussd,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,12,21,6,2023,9,15,4,2027,9,19,6,Travel
1292,47.0,Medium,Platinum,Midwife,Siaya,Low,2025-10-22 00:00:00.000000000,148121.0,Personal,Internet Banking,406233.0,7611.0,2024-02-11 00:00:00.000000000,2028-05-01 00:00:00.000000000,Active,2025,10,22,2,2024,2,11,6,2028,5,1,0,Life
1292,47.0,Medium,Platinum,Midwife,Siaya,Low,2025-07-28 00:00:00.000000000,148121.0,Groceries,Ussd,406233.0,7611.0,2024-02-11 00:00:00.000000000,2028-05-01 00:00:00.000000000,Active,2025,7,28,0,2024,2,11,6,2028,5,1,0,Motor
1292,47.0,Medium,Platinum,Midwife,Siaya,Low,2024-06-26 00:00:00.000000000,180297.0,Groceries,Internet Banking,741704.0,7611.0,2024-02-11 00:00:00.000000000,2028-05-01 00:00:00.000000000,Active,2024,6,26,2,2024,2,11,6,2028,5,1,0,Life
1293,47.0,High,Platinum,Agricultural Consultant,Homa Bay,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Medical
1294,49.0,Low,Gold,Theatre Director,Nakuru,Medium,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,12874.0,2024-01-29 00:00:00.000000000,2028-09-09 00:00:00.000000000,Active,2025,3,15,5,2024,1,29,0,2028,9,9,5,Travel
1295,28.0,Low,Platinum,Research Scientist (Medical),Kilifi,High,2024-05-11 00:00:00.000000000,146512.0,Personal,Internet Banking,406233.0,7611.0,2022-06-09 00:00:00.000000000,2027-03-23 00:00:00.000000000,Active,2024,5,11,5,2022,6,9,3,2027,3,23,1,Travel
1295,28.0,Low,Platinum,Research Scientist (Medical),Kilifi,High,2024-05-11 00:00:00.000000000,146512.0,Personal,Internet Banking,406233.0,10721.0,2022-11-12 00:00:00.000000000,2027-01-03 00:00:00.000000000,Active,2024,5,11,5,2022,11,12,5,2027,1,3,6,Medical
1295,28.0,Low,Platinum,Research Scientist (Medical),Kilifi,High,2024-05-11 00:00:00.000000000,146512.0,Personal,Internet Banking,406233.0,7611.0,2023-01-15 00:00:00.000000000,2026-10-14 00:00:00.000000000,Active,2024,5,11,5,2023,1,15,6,2026,10,14,2,Life
1296,47.0,High,Go Banking,Pension Scheme Manager,Wajir,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,579.0,2023-04-21 00:00:00.000000000,2027-04-06 00:00:00.000000000,Pending,2025,3,15,5,2023,4,21,4,2027,4,6,1,Gadget
1296,47.0,High,Go Banking,Pension Scheme Manager,Wajir,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,13865.0,2023-07-06 00:00:00.000000000,2027-06-02 00:00:00.000000000,Active,2025,3,15,5,2023,7,6,3,2027,6,2,2,Travel
1297,47.0,High,Gold,Chartered Certified Accountant,Narok,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-10-12 00:00:00.000000000,2028-05-17 00:00:00.000000000,Active,2025,3,15,5,2024,10,12,5,2028,5,17,2,Motor
1297,47.0,High,Gold,Chartered Certified Accountant,Narok,High,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,14424.0,2023-08-21 00:00:00.000000000,2027-03-04 00:00:00.000000000,Active,2025,3,15,5,2023,8,21,0,2027,3,4,3,Travel
1298,47.0,Medium,SME,Commercial Art Gallery Manager,Isiolo,Low,2024-07-08 00:00:00.000000000,148121.0,Groceries,Internet Banking,671249.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,7,8,0,2023,9,15,4,2027,9,19,6,Motor
1299,47.0,Medium,Gold,Horticultural Therapist,Voi,Medium,2024-08-15 00:00:00.000000000,148121.0,Bills,Internet Banking,406233.0,6467.0,2022-04-17 00:00:00.000000000,2026-06-27 00:00:00.000000000,Lapsed,2024,8,15,3,2022,4,17,6,2026,6,27,5,Medical
1299,47.0,High,Gold,Horticultural Therapist,Voi,Medium,2024-08-15 00:00:00.000000000,148121.0,Bills,Internet Banking,406233.0,7611.0,2023-05-20 00:00:00.000000000,2027-03-20 00:00:00.000000000,Active,2024,8,15,3,2023,5,20,5,2027,3,20,5,Travel
1299,47.0,Low,Gold,Horticultural Therapist,Voi,Medium,2024-08-15 00:00:00.000000000,148121.0,Bills,Internet Banking,406233.0,7611.0,2023-11-15 00:00:00.000000000,2028-08-24 00:00:00.000000000,Active,2024,8,15,3,2023,11,15,2,2028,8,24,3,Life
1300,47.0,High,Go Banking,"Designer, Fashion/Clothing",Kajiado,High,2024-08-28 00:00:00.000000000,180956.0,School Fees,Branch,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,8,28,2,2023,9,15,4,2027,9,19,6,Motor
1301,58.0,Medium,Gold,Product Manager,Mombasa,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Gadget
1302,47.0,High,SME,Risk Analyst,Kericho,Medium,2024-11-15 00:00:00.000000000,147406.0,Travel,App,406233.0,7611.0,2023-11-12 00:00:00.000000000,2029-02-13 00:00:00.000000000,Lapsed,2024,11,15,4,2023,11,12,6,2029,2,13,1,Life
1303,63.0,Low,SME,Analytical Chemist,Homa Bay,Low,2025-09-18 00:00:00.000000000,148121.0,Personal,Branch,78995.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,9,18,3,2023,9,15,4,2027,9,19,6,Medical
1303,63.0,Low,SME,Analytical Chemist,Homa Bay,Low,2024-12-12 00:00:00.000000000,148121.0,Personal,Branch,221480.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,12,12,3,2023,9,15,4,2027,9,19,6,Gadget
1304,47.0,Medium,Gold,Hydrologist,Siaya,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2025,3,15,5,2023,9,15,4,2027,9,19,6,Travel
1305,47.0,High,Gold,Surgeon,Bomet,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2025-01-22 00:00:00.000000000,2028-03-07 00:00:00.000000000,Active,2025,3,15,5,2025,1,22,2,2028,3,7,1,Gadget
1305,47.0,High,Gold,Surgeon,Bomet,Low,2025-03-15 05:39:05.628589568,148121.0,Personal,App,406233.0,7611.0,2024-06-15 00:00:00.000000000,2026-07-03 00:00:00.000000000,Active,2025,3,15,5,2024,6,15,5,2026,7,3,4,Medical
1306,47.0,Medium,Go Banking,"Teacher, Special Educational Needs",Machakos,Low,2024-12-10 00:00:00.000000000,148121.0,Personal,App,426506.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2024,12,10,1,2023,9,15,4,2027,9,19,6,Motor
1307,47.0,High,Go Banking,Insurance Broker,Narok,Low,2026-01-29 00:00:00.000000000,92101.0,Personal,App,153388.0,7611.0,2023-09-15 15:49:17.609391872,2027-09-19 06:09:16.677316352,Active,2026,1,29,3,2023,9,15,4,2027,9,19,6,Travel
1308,47.0,Medium,SME,Learning Mentor,Thika Road,Low,2025-10-20 00:00:00.000000000,148121.0,Bills,Ussd,406233.0,11384.0,2022-03-28 00:00:00.000000000,2028-11-29 00:00:00.000000000,Active,2025,10,20,0,2022,3,28,0,2028,11,29,2,Travel
1308,47.0,Medium,SME,Learning Mentor,Thika Road,Low,2024-05-25 00:00:00.000000000,148121.0,Personal,Internet Banking,406233.0,11384.0,2022-03-28 00:00:00.000000000,2028-11-29 00:00:00.000000000,Active,2024,5,25,5,2022,3,28,0,2028,11,29,2,Travel
