customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating
1725,,,Mass,"Designer, industrial/product",Nairobi,High
1726,22,High, ,Customer service manager,Lamu,High
1727,,Low,Affluent,Environmental manager,Malindi,Medium
1728,,Medium,Affluent,Cytogeneticist,Kakamega,Medium
1729,,High, ,Estate manager/land agent,Wajir,
1730,73,Low, ,Ranger/warden,Isiolo,Low
1731,,Medium, ,"Teacher, English as a foreign language",Kakamega,High
1732,,High,Mass,Theatre manager,Kwale,High
1733,,High, ,"Engineer, automotive",Naivasha,Medium
1734,,High,Mass,Clinical biochemist,Nairobi,Medium
1735,,, ,Operational investment banker,Kitale,Low
1736,,,Affluent,Herbalist,Nakuru,High
1737,,Low,Affluent,"Production assistant, radio",Kilifi,Medium
1738,,, ,Medical illustrator,Machakos,Low
1739,,, ,Lexicographer,Garissa,Low
1740,,,Mass,Geophysicist/field seismologist,Kakamega,Low
1741,,High,SME,Broadcast presenter,Wajir,Medium
1742,57,,Mass,Associate Professor,Kajiado,Medium
1743,,,Affluent,Actor,Machakos,Medium
1744,,Medium, ,"Engineer, materials",,
1745,,High,Affluent,"Engineer, drilling",Kitale,
1746,,Low,SME,Curator,Kisumu,
1747,,Medium,Mass,Engineering geologist,Bungoma,Medium
1748,,Medium,Affluent,Passenger transport manager, ,Medium
1749,,Medium,Mass,"Designer, jewellery",Nakuru,
1750,,, ,"Engineer, maintenance",Bomet,High
1751,79,,Affluent,Solicitor,Kitale,High
1752,,High,SME,Corporate treasurer,Machakos,High
1753,24,,Mass,"Horticulturist, commercial",Bomet,High
1754,,,Mass,Chartered loss adjuster,,
1755,,,SME,Airline pilot,Voi,Low
1756,31,High,Affluent,Speech and language therapist,Wajir,Low
1757,,High,Affluent,Chartered public finance accountant,Voi,High
1758,,,Mass,Pension scheme manager,Nyeri,Medium
1759,,,SME,Writer,Busia,High
1760,,,Mass,,Voi,High
1761,79,,Mass,Electronics engineer,Nairobi,Low
1762,,Medium, ,Fashion designer,Kericho,Medium
1763,,Medium,Affluent,"Psychotherapist, child", ,Low
1764,,,Affluent,Food technologist,Naivasha,Medium
1765,,, ,"Exhibitions officer, museum/gallery",Migori,
1766,,Low,Affluent,Prison officer,Kwale,Low
1767,,Medium,Affluent,Video editor,Kisumu,
1768,,Low,Affluent,Senior tax professional/tax inspector,Kajiado,
1769,30,Low,SME,"Production assistant, television",Homa Bay,High
1770,,, ,Homeopath,Kitale,Medium
1771,,High,Mass,Clinical embryologist,Kajiado,Low
1772,,Medium,SME,Management consultant, ,High
1773,,,Mass,Futures trader,Eldoret,Low
1774,,, ,Investment analyst,Isiolo,
1775,,High, ,"Education officer, environmental",Machakos,Low
1776,,Medium, ,"Teacher, music",Kitale,Low
1777,,,Affluent,Outdoor activities/education manager,Kwale,High
1778,,,SME,Sales executive,Kilifi,Medium
1779,,, ,Electrical engineer,Bungoma,Low
1780,,Low,Mass,Geoscientist,Kisumu,
1781,,,Affluent,"Administrator, sports",Homa Bay,
1782,,Medium,Affluent,Tourist information centre manager,Nyeri,High
1783,51,High,SME,Ambulance person,Voi,
1784,69,,SME,"Pilot, airline",Malindi,Low
1785,,Medium,SME,Community pharmacist,Nyeri,Medium
1786,,,Affluent,Quality manager,Kisumu,Low
1787,,Low, ,"Engineer, electronics",Kilifi,High
1788,,,Mass,"Therapist, speech and language",Mombasa,
1789,,Medium, ,"Investment banker, corporate",Bomet,Low
1790,,High,Mass,Financial controller,Embu,Low
1791,,Low, ,"Surveyor, commercial/residential",Meru,
1792,59,Low,SME,Private music teacher,Bomet,Medium
1793,38,,Mass,Geographical information systems officer,Malindi,Medium
1794,59,Low,Affluent,Health and safety adviser,Nakuru,Medium
1795,,Medium,Mass,Company secretary,Kwale,
1796,,,Affluent,Data scientist,Busia,Low
1797,,Low, ,Fisheries officer,,High
1798,34,High,SME,Hydrographic surveyor,Kajiado,Low
1799,,Medium,Mass,Clinical molecular geneticist,Siaya,
1800,,High,Affluent,Clinical molecular geneticist,Garissa,
1801,,High, ,Water engineer,Kericho,Low
1802,77,,SME,"Programmer, applications",Voi,
1803,65,,SME,Chief Strategy Officer, ,Low
1804,46,,SME,"Social research officer, government", ,Low
1805,,Medium, ,"Nurse, adult",Narok,Medium
1806,27,Medium, ,Public librarian,Meru,
1807,,, ,Arts administrator,Nakuru,
1808,,,SME,Chiropractor,Bungoma,Medium
1809,,,Mass,Ecologist,Machakos,Medium
1810,,Medium,Affluent,"Biochemist, clinical", ,Medium
1811,,, ,Pharmacologist,Kwale,High
1812,,Medium,Mass,Data processing manager,Garissa,
1813,,,Affluent,Press sub,Embu,Low
1814,,,SME,"Surveyor, building",Kisumu,Low
1815,,,Mass,"Surveyor, building",Lamu,Low
1816,,,SME,Meteorologist,Wajir,
1817,,,Affluent,Social researcher,Wajir,High
1818,25,, ,Occupational therapist,Bomet,
1819,,,SME,Herpetologist,Malindi,
1820,,Medium,Mass,Broadcast engineer,Machakos,
1821,60,High, ,Child psychotherapist,Embu,
1822,,,Mass,Materials engineer,Kericho,
1823,,Medium,Affluent,"Psychotherapist, dance movement",Garissa,High
1824,34,Medium,Affluent,Geochemist,Kakamega,Medium
1825,,Low, ,Garment/textile technologist,Bomet,Low
1826,,,Mass,Jewellery designer,Garissa,
1827,,Medium,Mass,Veterinary surgeon,Kitale,
1828,,Low,Mass,"Runner, broadcasting/film/video",Busia,
1829,,,Mass,Health and safety adviser,Lamu,Low
1830,,,Affluent,"Embryologist, clinical",Siaya,High
1831,45,Low,Mass,Advertising copywriter,Bungoma,Low
1832,68,,Affluent,"Conservation officer, nature",Meru,High
1833,,High,Mass,Television floor manager,Siaya,Medium
1834,,High,Mass,Logistics and distribution manager,Garissa,
1835,25,High,SME,"Scientist, forensic",Nairobi,High
1836,,High,SME,Broadcast journalist,Kitale,Low
1837,55,Medium,Mass,Barrister's clerk,Thika,High
1838,,High,Affluent,"Therapist, occupational",Nairobi,High
1839,,Medium,Mass,Agricultural consultant,Siaya,Medium
1840,,Medium,SME,"Scientist, marine",Narok,
1841,,,Mass,Occupational psychologist,Siaya,
1842,,Medium,SME,"Surveyor, building",Kericho,Low
1843,66,Medium,Mass,Energy engineer,Thika,Low
1844,,High, ,Armed forces logistics/support/administrative officer,Malindi,Medium
1845,,Medium,Mass,"Engineer, petroleum",Kericho,High
1846,,,Affluent,,Meru,High
1847,,High,SME,Chief Marketing Officer,Machakos,Low
1848,,Low, ,"Administrator, sports", ,
1849,,High,SME,Commercial horticulturist,Garissa,High
1850,,Medium,SME,Estate agent,Isiolo,Medium
1851,,,Affluent,"Sales professional, IT",Mombasa,Low
1852,,High,Mass,Learning disability nurse,Bungoma,High
1853,,,Affluent,"Pharmacist, hospital", ,
1854,,Low,Mass,"Psychotherapist, child",Busia,
1855,,Low, ,Training and development officer,Mombasa,Medium
1856,,,Affluent,Public relations officer,Kakamega,Medium
1857,,,Affluent,IT sales professional,Nairobi,Low
1858,28,High,SME,Medical secretary,Isiolo,Low
1859,27,,Affluent,Commercial art gallery manager,Bungoma,
1860,,,Mass,Rural practice surveyor,Bomet,
1861,,,Affluent,Counselling psychologist, ,High
1862,,,Affluent,Data scientist,Busia,High
1863,,, ,Arts development officer,Wajir,High
1864,,,Mass,Commercial/residential surveyor,Naivasha,Medium
1865,,,SME,Oceanographer,Bungoma,Medium
1866,,Medium,Mass,Osteopath,Malindi,High
1867,,Medium, ,Secretary/administrator,Homa Bay,
1868,,,Mass,Personnel officer,Naivasha,Low
1869,49,,Mass,"Psychologist, prison and probation services",Siaya,Medium
1870,,High,Affluent,Animator,Naivasha,Medium
1871,,Low,Affluent,Intelligence analyst,Mombasa,High
1872,56,Medium,Mass,Water engineer,Eldoret,Low
1873,,,Mass,Chartered legal executive (England and Wales),Embu,Medium
1874,35,Low,SME,Microbiologist,Machakos,Low
1875,,Medium, ,,Kajiado,Medium
1876,,High,Affluent,Tree surgeon,Kitale,Low
1877,,,Affluent,Metallurgist,Naivasha,Low
1878,,,Affluent,Passenger transport manager,Thika,Medium
1879,,High,Affluent,"Nurse, mental health",Kericho,Low
1880,,Medium,Mass,Music therapist,Siaya,
1881,,,Mass,"Journalist, broadcasting",Kitale,Medium
1882,,Low,SME,Legal executive,Malindi,Medium
1883,,,Affluent,"Investment banker, corporate",Homa Bay,
1884,,Medium,Affluent,Sport and exercise psychologist,Nairobi,Low
1885,,,Mass,Warehouse manager,Naivasha,
1886,,,SME,Architect,Kisumu,Medium
1887,,High,Mass,Air cabin crew,Thika,
1888,39,,Affluent,Aeronautical engineer,Kwale,Low
1889,,Low,Affluent,Corporate investment banker,,
1890,46,Medium, ,Textile designer,Bungoma,Medium
1891,,Low, ,Industrial buyer,Kisumu,Low
1892,67,, ,Microbiologist,Siaya,Medium
1893,,High,SME,"Engineer, electronics",Kisumu,Medium
1894,,High,Mass,Media planner,Machakos,High
1895,61,Low,Affluent,Call centre manager,Embu,Medium
1896,,,Affluent,Hotel manager, ,Medium
1897,,,SME,Conference centre manager,Voi,Low
1898,,High,Affluent,Air traffic controller,Meru,Low
1899,20,Low,Affluent,Lobbyist,Eldoret,Low
1900,,Low,Mass,Administrator,Kwale,
1901,,Low, ,Housing manager/officer,Garissa,
1902,36,, ,Location manager,Malindi,Low
1903,40,,SME,"Surveyor, quantity",Bomet,
1904,47,, ,"Scientist, water quality",Nyeri,High
1905,,, ,Mechanical engineer, ,
1906,,Medium,SME,Archivist,Bomet,High
1907,,,SME,Early years teacher,Machakos,Low
1908,,Low, ,Statistician,Isiolo,Low
1909,,,Mass,Special effects artist,Thika,
1910,,Low,SME,Public relations officer,Malindi,Low
1911,,High,Affluent,Claims inspector/assessor,Siaya,Low
1912,,Low,SME,"Research officer, trade union",Nakuru,Medium
1913,,,Affluent,"Engineer, building services",Bungoma,Low
1914,,,SME,Technical author,Garissa,Medium
1915,20,Low,SME,Metallurgist,Nyeri,Low
1916,,Medium, ,Professor Emeritus,Voi,High
1917,,High, ,"Conservation officer, nature",Kericho,High
1918,27,Medium, ,Environmental manager,Siaya,Low
1919,,Medium,Mass,Air traffic controller,Nairobi,High
1920,,Medium, ,Pharmacologist,Kilifi,High
1921,,High, ,Ship broker,Siaya,High
1922,,High,SME,Best boy,Siaya,
1923,30,High,SME,Trading standards officer,Meru,High
1924,,High,Mass,Financial trader,Kwale,Medium
1925,,Medium,Affluent,Building services engineer,Busia,
1926,,,SME,Occupational hygienist,Eldoret,Medium
1927,71,,SME,Furniture designer,Kakamega,Medium
1928,29,High,Affluent,Civil Service administrator, ,Medium
1929,,,Mass,Energy engineer,Siaya,
1930,31,Low,SME,Prison officer,Siaya,Low
1931,,, ,"Solicitor, Scotland",Voi,High
1932,37,,Mass,Barista,Kilifi,High
1933,,,Affluent,Garment/textile technologist,Bungoma,Low
1934,,,Affluent,Secretary/administrator,Bungoma,Low
1935,,Low, ,Learning mentor,Nakuru,Medium
1936,,, ,Astronomer,Busia,
1937,,High, ,"Lecturer, further education",Migori,Medium
1938,,,Mass,Ranger/warden,Homa Bay,High
1939,,High,Affluent,"Engineer, communications",Kwale,Low
1940,,High, ,Therapeutic radiographer,Lamu,High
1941,,, ,Animal nutritionist,Kajiado,Low
1942,,High,Affluent,Chartered certified accountant,Isiolo,
1943,37,Low,SME,Audiological scientist,Busia,Medium
1944,41,High,Mass,Acupuncturist,Machakos,High
1945,,,SME,Charity fundraiser,Mombasa,
1946,,High, ,"Scientist, research (maths)", ,High
1947,,,Mass,Television production assistant,Malindi,Low
1948,,,SME,"Nurse, adult",Nyeri,High
1949,55,,Affluent,Television floor manager,Kericho,
1950,,Medium, ,Magazine journalist,Garissa,
1951,,,Mass,Patent attorney,Meru,Medium
1952,74,,Mass,Web designer,Bomet,High
1953,37,Medium,Mass,Chief Executive Officer,Machakos,Low
1954,,,Mass,"Designer, interior/spatial",Thika,High
1955,,, ,Bonds trader,Nakuru,Medium
1956,21,, ,"Radiographer, diagnostic",Isiolo,Low
1957,,,Affluent,"Social research officer, government",Lamu,Low
1958,31,Medium,Affluent,Systems analyst,Kisumu,Medium
1959,20,,Affluent,"Research officer, political party",Busia,Low
1960,,High,SME,Radio producer,Nakuru,
1961,,Low,Affluent,Advice worker,Bungoma,
1962,,, ,Retail merchandiser,Kericho,Low
1963,72,High,SME,Brewing technologist,Migori,High
1964,,, ,Clinical psychologist,Kakamega,Low
1965,41,High,SME,Production manager,Machakos,High
1966,,High,Affluent,Community arts worker,Kilifi,Medium
1967,,,Affluent,Water quality scientist,Embu,
1968,,Medium,Affluent,Risk analyst,Embu,
1969,,,SME,Music tutor,Homa Bay,Medium
1970,,, ,Broadcast presenter,Embu,Medium
1971,77,High,Mass,Outdoor activities/education manager,Nairobi,
1972,,Low, ,Automotive engineer,Mombasa,Medium
1973,,High,Affluent,"Conservator, museum/gallery",,Low
1974,,,SME,Patent examiner,Kwale,Low
1975,,,SME,Public librarian,Migori,High
1976,47,,Affluent,"Secretary, company",Nairobi,High
1977,,Medium,SME,"Engineer, materials",Kakamega,High
1978,,High,Affluent,"Optician, dispensing",Thika,Low
1979,36,Medium, ,"Engineer, production",,
1980,,,SME,"Surveyor, minerals",Garissa,High
1981,,High,Mass,"Administrator, arts",Kitale,Low
1982,,High,SME,Proofreader,,
1983,,,Affluent,"Surveyor, building control",Eldoret,Medium
1984,,,Mass,Human resources officer,Kajiado,Low
1985,,Low,Affluent,Radio broadcast assistant,Voi,Medium
1986,,,SME,Press photographer,Kitale,High
1987,,High,Mass,Physiological scientist,Siaya,
1988,,,Mass,,Embu,Low
1989,,Low,SME,"Loss adjuster, chartered",Embu,High
1990,,,Mass,Politician's assistant,Narok,High
1991,,, ,Nature conservation officer,Eldoret,
1992,,High,Mass,Waste management officer,Kisumu,Medium
1993,,,Mass,"Conservation officer, nature",Kilifi,High
1994,,High, ,Ranger/warden,Isiolo,
1995,,,Affluent,Archivist,Thika,
1996,64,High,Affluent,"Psychologist, clinical",Meru,Low
1997,,, ,Race relations officer,Busia,High
1998,64,,Mass,Restaurant manager,Naivasha,Medium
1999,,Low,SME,"Designer, ceramics/pottery",Bungoma,Medium
2000,,, ,Chartered accountant,Isiolo,High
2001,,Low,SME,Recycling officer,,Medium
2002,,Medium,Affluent,Audiological scientist,Mombasa,
2003,,, ,,Migori,
2004,78,,SME,Microbiologist,Nyeri,High
2005,,Low,Mass,Hotel manager,Kitale,Medium
2006,67,Low, ,"Engineer, water",Mombasa,
2007,,Medium,SME,"Loss adjuster, chartered",Kwale,High
2008,,Low, ,"Engineer, electrical",Kericho,
2009,,High, ,Editorial assistant,Kajiado,High
2010,,,Affluent,Youth worker,Machakos,Low
2011,,Low,Affluent,Chief Operating Officer,Busia,Low
2012,,Low,Mass,Retail buyer,Voi,High
2013,68,Medium,Affluent,Wellsite geologist,Naivasha,Low
2014,,High,Affluent,Academic librarian,Kisumu,Low
2015,52,Low,Affluent,"Scientist, audiological",Voi,Medium
2016,,,SME,Airline pilot,Machakos,Low
2017,66,, ,Community education officer,Bungoma,Medium
2018,,Low,Affluent,Sport and exercise psychologist,Nairobi,Low
2019,,High,SME,Psychiatric nurse,Garissa,Low
2020,,, ,Emergency planning/management officer,Nairobi,
2021,,,Affluent,Research scientist (medical),Kitale,High
2022,,High,Affluent,Outdoor activities/education manager,Kakamega,Low
2023,,High, ,Chartered certified accountant,Homa Bay,High
2024,,Low,SME,Communications engineer,,High
2025,,,SME,Clinical embryologist,Wajir,
2026,,Medium,Mass,Insurance account manager,Nakuru,High
2027,,, ,Garment/textile technologist,Mombasa,High
2028,,,Mass,Corporate investment banker,Voi,Low
2029,,,SME,Primary school teacher,,
2030,,High,Affluent,Corporate treasurer,Kajiado,High
2031,74,,Mass,"Engineer, drilling",Kisumu,Low
2032,48,Medium,SME,"Administrator, arts",Kwale,
2033,,Low,SME,"Administrator, local government",Nakuru,Low
2034,,Medium,Affluent,Health service manager,Kilifi,
2035,53,, ,Armed forces logistics/support/administrative officer,Isiolo,
2036,,,SME,Sports development officer,Kitale,Medium
2037,,,Mass,Optometrist,Lamu,Medium
2038,,,Affluent,Jewellery designer,Nairobi,Medium
2039,,, ,Video editor,Kisumu,High
2040,,Low, ,Research scientist (medical),Nakuru,Low
2041,,, ,Human resources officer,Wajir,
2042,,,SME,Clinical cytogeneticist,Thika,Low
2043,,High, ,Corporate investment banker,Malindi,High
2044,,,SME,Dancer,Wajir,Medium
2045,,,Affluent,Horticultural therapist,Machakos,Medium
2046,,,Affluent,Consulting civil engineer,Isiolo,Low
2047,61,Low, ,"Programmer, systems",Homa Bay,Low
2048,,Medium,Affluent,Chemical engineer,Bungoma,
2049,,,Mass,Art gallery manager,Thika,Low
2050,,,Mass,Land/geomatics surveyor,Lamu,
2051,,,SME,"Engineer, broadcasting (operations)",Narok,
2052,,, ,Hotel manager,Kwale,Medium
2053,38,Low,SME,Water quality scientist,,Low
2054,,,Affluent,Magazine journalist,Kilifi,Medium
2055,,, ,Charity officer,Kwale,
2056,24,High,SME,Human resources officer,Bungoma,Medium
2057,,Low, ,Health physicist,Machakos,Medium
2058,,, ,Proofreader,Nakuru,
2059,,Medium,SME,Sports development officer,Kwale,High
2060,,, ,"Teacher, secondary school",Meru,High
2061,,,Affluent,Water quality scientist,Machakos,Low
2062,,Low,Mass,Fitness centre manager,Bungoma,Medium
2063,,Low,Mass,Financial risk analyst,Narok,Low
2064,,Low, ,Environmental manager,Nairobi,Medium
2065,,High,Mass,Customer service manager, ,Low
2066,,, ,Nutritional therapist,Bungoma,Low
2067,,High,SME,Systems developer,Bungoma,
2068,38,Medium,Affluent,"Therapist, drama",Nakuru,High
2069,,,Mass,Counselling psychologist,Nyeri,High
2070,,High,SME,Medical sales representative,Busia,High
2071,,High,Affluent,Diplomatic Services operational officer,Machakos,
2072,,,Mass,Information systems manager,Kisumu,High
2073,,Low,Mass,Nature conservation officer,Kitale,
2074,,,Affluent,Music therapist,Busia,Medium
2075,,,SME,"Engineer, electronics",Meru,
2076,,,SME,Public relations officer,,Low
2077,,Low,Mass,Tree surgeon,Kisumu,Low
2078,,,Affluent,Colour technologist,Nakuru,Medium
2079,,High,SME,Exercise physiologist,Thika,Medium
2080,,Medium,Affluent,Research scientist (life sciences),Meru,Low
2081,78,High,Affluent,Network engineer,Busia,High
2082,78,Medium,Mass,Patent attorney,Mombasa,High
2083,45,,Affluent,"Education officer, museum",Mombasa,High
2084,60,,Affluent,Historic buildings inspector/conservation officer,Isiolo,Medium
2085,,, ,Town planner,Bungoma,Low
2086,,Low,Affluent,IT consultant,Siaya,
2087,,,SME,Charity fundraiser,Kisumu,Medium
2088,34,Medium,Mass,Contracting civil engineer,Kisumu,Low
2089,,High,Mass,Museum education officer,Isiolo,High
2090,,,Affluent,Ophthalmologist,Bomet,High
2091,,,Affluent,Arboriculturist,Thika,High
2092,,,SME,"Producer, television/film/video",Nairobi,Low
2093,22,High, ,"Designer, ceramics/pottery",Kilifi,High
2094,19,,Mass,Veterinary surgeon,Garissa,Low
2095,39,, ,Medical sales representative,Kakamega,Medium
2096,,,SME,Arts administrator,Nyeri,
2097,74,Medium,Mass,Geographical information systems officer,Nakuru,High
2098,,Medium,SME,"Designer, fashion/clothing",Embu,Medium
2099,,Low,Affluent,Warden/ranger,Mombasa,Medium
2100,,High,SME,Risk analyst,Kericho,Low
2101,,,Affluent,Restaurant manager,Homa Bay,Medium
2102,,, ,Psychiatric nurse,Kitale,Low
2103,,,Mass,"Engineer, energy",Siaya,Low
2104,,Low,Mass,"Development worker, international aid",Eldoret,Medium
2105,76,, ,"Surveyor, mining",Narok,Low
2106,,High,Affluent,Immunologist,Kajiado,Low
2107,,Low,Mass,Production engineer,Kisumu,Low
2108,,High,SME,Higher education lecturer,Bungoma,Medium
2109,,Low,Affluent,"Biochemist, clinical",Migori,
2110,66,,Mass,Technical sales engineer,Bungoma,Low
2111,49,Low,SME,Cabin crew,Mombasa,High
2112,37,Medium,SME,Charity officer,Bomet,Medium
2113,,,Mass,"Radiographer, therapeutic",Malindi,Medium
2114,,, ,"Engineer, technical sales",Bungoma,Low
2115,,, ,Immigration officer,Kakamega,Medium
2116,,,Mass,Glass blower/designer,Nairobi,High
2117,,,SME,"Journalist, broadcasting",Narok,
2118,,Medium, ,"Nurse, mental health",Machakos,Medium
2119,,, ,Forensic scientist, ,Medium
2120,,Low, ,Toxicologist,Kakamega,Medium
2121,,,Affluent,Mechanical engineer,Machakos,Low
2122,,, ,Architectural technologist,Kilifi,High
2123,,High,Mass,Set designer,Malindi,
2124,75,,Mass,,Migori,High
2125,43,,Affluent,Jewellery designer,Thika,High
2126,,,Affluent,Architectural technologist,Naivasha,Medium
2127,,,Mass,Musician,Bungoma,
2128,,,Affluent,Structural engineer,Kericho,High
2129,61,, ,Seismic interpreter,Naivasha,
2130,,,SME,Applications developer,Kakamega,Low
2131,59,High,SME,Environmental manager, ,Medium
2132,,Low,SME,"Conservation officer, historic buildings",Nyeri,Low
2133,,,Mass,"Designer, jewellery",Machakos,
2134,,Medium,Affluent,Financial planner,Nyeri,Medium
2135,,,SME,"Engineer, drilling",Siaya,Low
2136,,Medium, ,"Development worker, international aid",Kakamega,Medium
2137,,, ,Conference centre manager,Migori,Low
2138,,High, ,Recruitment consultant,Malindi,High
2139,25,,Affluent,Health and safety adviser,Kakamega,Medium
2140,,Low,SME,Insurance account manager,Homa Bay,
2141,,, ,Neurosurgeon,Eldoret,Medium
2142,,,Affluent,Magazine journalist,Nyeri,
2143,72,Low, ,Web designer,,Low
2144,64,,SME,Broadcast presenter,Busia,Low
2145,,Low,SME,Dispensing optician,Busia,
2146,,,SME,"Chemist, analytical",Migori,Low
2147,,High,SME,Politician's assistant,Eldoret,Medium
2148,59,High,SME,"Lecturer, further education",Migori,Low
2149,,, ,Manufacturing systems engineer,Meru,
2150,,Medium,SME,"Education officer, community",Kisumu,
2151,57,, ,,Kisumu,High
2152,,,SME,"Designer, multimedia", ,
2153,,, ,"Scientist, audiological",Nyeri,Low
2154,25,High,SME,Lawyer,Naivasha,
2155,,Low, ,Manufacturing systems engineer,Mombasa,Low
2156,,,SME,"Surveyor, mining",Kilifi,Low
2157,,Low,Affluent,Illustrator,Machakos,High
2158,,, ,Medical illustrator,Kitale,Low
2159,,Medium,Affluent,"Designer, graphic",Wajir,
2160,,High, ,Airline pilot,Siaya,
2161,49,Medium, ,Passenger transport manager,Wajir,
2162,,, ,"Therapist, nutritional",Kajiado,Low
2163,29,High,Mass,Marketing executive,Meru,
2164,33,,SME,Armed forces operational officer,Kakamega,Medium
2165,,Medium,Affluent,Waste management officer,Narok,Medium
2166,,,Affluent,Facilities manager,Migori,
2167,,, ,Animal nutritionist,Voi,Low
2168,38,Low,Affluent,Heritage manager,Malindi,
2169,,,Affluent,"Designer, interior/spatial",Kericho,Medium
2170,,,Affluent,Retail buyer,Nairobi,Low
2171,,Medium,Affluent,Regulatory affairs officer,Nairobi,
2172,,Medium,Mass,Analytical chemist,Kwale,Low
2173,,High, ,Contractor,Machakos,
2174,76,High,Affluent,Clothing/textile technologist,Kericho,High
2175,,Low,Mass,Leisure centre manager,Thika,Low
2176,,,Mass,"Teacher, English as a foreign language",Kisumu,Medium
2177,42,Low, ,Amenity horticulturist,Homa Bay,Medium
2178,,Low,SME,Audiological scientist,Nyeri,Medium
2179,,Medium,SME,Technical author,Naivasha,Medium
2180,,Low,SME,Advice worker,Siaya,
2181,,Low,Affluent,Tourist information centre manager,Bungoma,
2182,,, ,Retail manager,Kisumu,Low
2183,,High,SME,Firefighter,Embu,High
2184,,High,Affluent,"Copywriter, advertising",,High
2185,,, ,Visual merchandiser,Homa Bay,Low
2186,77,High,Affluent,Technical sales engineer,Nakuru,Medium
2187,,,SME,Gaffer, ,High
2188,,,SME,"Clinical scientist, histocompatibility and immunogenetics",Kajiado,High
2189,,High,Mass,"Programmer, applications",Kericho,Low
2190,,,Mass,"Engineer, communications",Bomet,Medium
2191,,High, ,Web designer,Bomet,
2192,,High,Affluent,Chief Financial Officer,Nairobi,
2193,,,Affluent,"Journalist, broadcasting",,High
2194,,Low,SME,Film/video editor,Kilifi,
2195,,Low,SME,"Scientist, biomedical",Eldoret,Low
2196,,Low, ,Airline pilot,Isiolo,High
2197,,Low,Mass,Lobbyist,Kitale,High
2198,51,High,SME,Banker,Kakamega,Medium
2199,58,Medium,Affluent,Insurance broker,Meru,
2200,,,SME,Sports coach,Kwale,Medium
2201,,Medium,Mass,Licensed conveyancer,Naivasha,High
2202,,Medium,Affluent,Learning mentor,Embu,
2203,,,Mass,"Conservator, furniture",Wajir,Medium
2204,,Low, ,Print production planner,Lamu,
2205,,High, ,"Teacher, English as a foreign language",Kajiado,High
2206,,Low,Mass,Games developer,Kisumu,High
2207,,Low,Affluent,Museum/gallery exhibitions officer,Homa Bay,High
2208,,Medium,Mass,"Nurse, adult",Wajir,Low
2209,64,,SME,Curator,Naivasha,Medium
2210,,Low,SME,"Secretary, company",Bomet,Medium
2211,,,Mass,"Production assistant, television",Nairobi,High
2212,,,SME,Actor,Thika,Medium
2213,18,Low,Mass,Holiday representative,Busia,High
2214,,Medium,SME,Community arts worker,Thika,Medium
2215,,Medium,Mass,Community development worker,Bomet,
2216,,High,SME,Barrister,Nyeri,Medium
2217,,,Affluent,,Kitale,High
2218,21,Medium,Affluent,Pension scheme manager,Siaya,Medium
2219,,High,SME,Minerals surveyor,Narok,
2220,,,Mass,Toxicologist,Thika,
2221,38,,SME,"Psychologist, occupational",Embu,
2222,,, ,Osteopath,Kisumu,High
2223,,Low, ,Media planner,Nyeri,Low
2224,,,Mass,Public relations account executive,Meru,High
2225,56,High,SME,Careers adviser,Voi,
2226,,,SME,Graphic designer,Wajir,Medium
2227,,Low,Affluent,Technical sales engineer,Kajiado,
2228,,High,Mass,Educational psychologist,Migori,Low
2229,,High, ,"Copywriter, advertising",Narok,Low
2230,,Medium, ,Politician's assistant,Siaya,
2231,,,Mass,Investment analyst,Garissa,High
2232,,, ,Historic buildings inspector/conservation officer,Meru,Low
2233,,Medium,Mass,Chartered loss adjuster,Narok,
2234,,, ,Environmental consultant,Machakos,High
2235,63,Low, ,Systems developer,Siaya,Medium
2236,55,,Mass,Chief Operating Officer,Nakuru,High
2237,,Medium,Mass,Art gallery manager,Eldoret,Low
2238,,High, ,,Narok,High
2239,,Medium, ,Orthoptist,Embu,High
2240,52,,Affluent,"Programme researcher, broadcasting/film/video",Isiolo,Medium
2241,,Low,SME,Therapeutic radiographer,Kilifi,
2242,47,,Mass,Corporate treasurer,Kajiado,High
2243,,High,Mass,Media buyer,Narok,Medium
2244,,High,SME,"Teacher, primary school",Thika,Low
2245,,High,Affluent,"Producer, television/film/video",Eldoret,
2246,,High, ,"Pilot, airline",Busia,Low
2247,,Medium, ,Acupuncturist,Kakamega,
2248,,High,Affluent,Insurance risk surveyor,Lamu,High
2249,,High,Affluent,Chartered accountant,Eldoret,High
2250,,Medium,SME,"Physicist, medical",Bomet,
2251,,High,SME,Herpetologist,Machakos,Low
2252,,, ,"Research officer, trade union",Bomet,Low
2253,,,Affluent,Lexicographer,Eldoret,Low
2254,,,Affluent,Electronics engineer,Kakamega,High
2255,,, ,Set designer,Busia,
2256,,Low, ,Higher education careers adviser,Kericho,
2257,,Low, ,"Education officer, museum",Thika,Low
2258,,Low, ,Investment analyst, ,High
2259,,Medium, ,"Designer, textile",Eldoret,
2260,,,SME,"Scientist, marine",Isiolo,
2261,,Low, ,"Scientist, clinical (histocompatibility and immunogenetics)",Busia,Low
2262,,,Affluent,"Conservator, museum/gallery",Nyeri,Low
2263,,Medium,Mass,Clinical embryologist,Homa Bay,
2264,,,SME,Publishing rights manager,Siaya,High
2265,,,Affluent,"Administrator, charities/voluntary organisations",Embu,Medium
