customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,transaction_id,transaction_date,amount,category,channel,balance_after,policy_id,product_type,premium_amount,start_date,end_date,status
1931,,, ,"Solicitor, Scotland",Voi,High,101827.0,2026-01-18,,,Branch,,500403.0,Life,,2023-09-12,2028-02-14,Lapsed
1931,,, ,"Solicitor, Scotland",Voi,High,101827.0,2026-01-18,,,Branch,,504754.0,Travel,579.0,2023-09-03,2028-12-16,Lapsed
1931,,, ,"Solicitor, Scotland",Voi,High,102316.0,2026-02-07,,Bills,App,407830.0,500403.0,Gadget,,2023-09-12,2028-02-14,Lapsed
1931,,, ,"Solicitor, Scotland",Voi,High,102316.0,2026-02-07,,Bills,App,407830.0,504754.0,Life,579.0,2023-09-03,2028-12-16,Lapsed
1931,,, ,"Solicitor, Scotland",Voi,High,104699.0,2025-11-05,44796.0,Electronics,USSD,466536.0,500403.0,Gadget,,2023-09-12,2028-02-14,Lapsed
1931,,, ,"Solicitor, Scotland",Voi,High,104699.0,2025-11-05,44796.0,Electronics,USSD,466536.0,504754.0,Gadget,579.0,2023-09-03,2028-12-16,Lapsed
1931,,, ,"Solicitor, Scotland",Voi,High,104704.0,2025-04-01,,,,126567.0,500403.0,Medical,,2023-09-12,2028-02-14,Lapsed
1931,,, ,"Solicitor, Scotland",Voi,High,104704.0,2025-04-01,,,,126567.0,504754.0,Medical,579.0,2023-09-03,2028-12-16,Lapsed
1932,37.0,,Mass,Barista,Kilifi,High,,,,,,,500049.0,Medical,,2023-09-16,2026-12-29,
1932,37.0,,Mass,Barista,Kilifi,High,,,,,,,503951.0,Life,,2022-11-30,2026-08-20,Lapsed
1933,,,Affluent,Garment/textile technologist,Bungoma,Low,,,,,,,501660.0,Travel,,2022-07-17,2028-08-17,
1933,,,Affluent,Garment/textile technologist,Bungoma,Low,,,,,,,506241.0,Gadget,,2024-09-19,2029-03-11,
1934,,,Affluent,Secretary/administrator,Bungoma,Low,100559.0,2024-05-06,106263.0,Travel,App,,503867.0,Travel,11633.0,2022-07-22,2026-10-25,
1935,,Low, ,Learning mentor,Nakuru,Medium,102334.0,2025-08-26,,Groceries,Branch,,502677.0,Motor,,2023-01-25,2028-07-07,Pending
1936,,, ,Astronomer,Busia,,,,,,,,504932.0,Life,,2022-05-23,2026-09-01,
1937,,High, ,"Lecturer, further education",Migori,Medium,103121.0,2024-11-29,,Bills,,,501341.0,Motor,10744.0,2023-07-28,2028-04-03,
1937,,High, ,"Lecturer, further education",Migori,Medium,103121.0,2024-11-29,,Bills,,,505550.0,Travel,6065.0,2022-06-16,2026-06-12,Active
1938,,,Mass,Ranger/warden,Homa Bay,High,101884.0,2024-11-17,,Bills,USSD,157580.0,501210.0,Travel,,2024-11-11,2029-03-17,Pending
1938,,,Mass,Ranger/warden,Homa Bay,High,106681.0,2025-04-22,,,USSD,,501210.0,Gadget,,2024-11-11,2029-03-17,Pending
1939,,High,Affluent,"Engineer, communications",Kwale,Low,,,,,,,,Gadget,,,,
1940,,High, ,Therapeutic radiographer,Lamu,High,100411.0,2025-07-04,,,Branch,494105.0,502469.0,Motor,5986.0,2025-03-04,2028-12-11,
1940,,High, ,Therapeutic radiographer,Lamu,High,104654.0,2026-01-18,198849.0,,App,86182.0,502469.0,Medical,5986.0,2025-03-04,2028-12-11,
1941,,, ,Animal nutritionist,Kajiado,Low,103109.0,2025-03-13,86208.0,Bills,App,,,Life,,,,
1942,,High,Affluent,Chartered certified accountant,Isiolo,,102974.0,2025-07-21,,Travel,Branch,43704.0,,Medical,,,,
1943,37.0,Low,SME,Audiological scientist,Busia,Medium,106646.0,2026-01-13,,Electronics,USSD,204391.0,,Motor,,,,
1944,41.0,High,Mass,Acupuncturist,Machakos,High,102630.0,2024-06-22,,,Branch,,,Gadget,,,,
1944,41.0,High,Mass,Acupuncturist,Machakos,High,103175.0,2024-11-16,165845.0,,USSD,,,Medical,,,,
1944,41.0,High,Mass,Acupuncturist,Machakos,High,106187.0,2025-08-24,204737.0,Electronics,Branch,238479.0,,Life,,,,
1945,,,SME,Charity fundraiser,Mombasa,,100234.0,2024-08-26,,Bills,App,,503192.0,Motor,,2023-11-02,2028-10-20,
1945,,,SME,Charity fundraiser,Mombasa,,100234.0,2024-08-26,,Bills,App,,506062.0,Travel,,2022-04-10,2028-03-19,Lapsed
1946,,High, ,"Scientist, research (maths)", ,High,,,,,,,504699.0,Gadget,,2023-11-09,,
1947,,,Mass,Television production assistant,Malindi,Low,,,,,,,503269.0,Travel,13388.0,2022-06-16,2027-08-28,
1947,,,Mass,Television production assistant,Malindi,Low,,,,,,,506989.0,Medical,8083.0,2022-05-01,2027-01-12,Pending
1948,,,SME,"Nurse, adult",Nyeri,High,102693.0,2025-05-12,,Bills,Branch,,,Gadget,,,,
1948,,,SME,"Nurse, adult",Nyeri,High,106957.0,2025-04-01,,Electronics,USSD,297473.0,,Motor,,,,
1949,55.0,,Affluent,Television floor manager,Kericho,,,,,,,,,Gadget,,,,
1950,,Medium, ,Magazine journalist,Garissa,,,,,,,,502290.0,Motor,,,2028-08-24,
1951,,,Mass,Patent attorney,Meru,Medium,,,,,,,,Gadget,,,,
1952,74.0,,Mass,Web designer,Bomet,High,,,,,,,,Travel,,,,
1953,37.0,Medium,Mass,Chief Executive Officer,Machakos,Low,105527.0,2024-08-29,,Travel,USSD,563714.0,505178.0,Medical,14745.0,2023-08-14,2026-10-27,
1954,,,Mass,"Designer, interior/spatial",Thika,High,101711.0,2024-12-04,,,USSD,263769.0,503810.0,Gadget,,2022-09-15,2026-06-06,Pending
1955,,, ,Bonds trader,Nakuru,Medium,102039.0,2024-04-24,280939.0,Groceries,Internet Banking,471460.0,,Gadget,,,,
1955,,, ,Bonds trader,Nakuru,Medium,102948.0,2024-09-22,,,Internet Banking,664939.0,,Motor,,,,
1955,,, ,Bonds trader,Nakuru,Medium,105127.0,2024-06-06,,Electronics,,,,Travel,,,,
1955,,, ,Bonds trader,Nakuru,Medium,105580.0,2024-10-09,,Electronics,,,,Medical,,,,
1956,21.0,, ,"Radiographer, diagnostic",Isiolo,Low,102470.0,2024-07-18,122206.0,Groceries,USSD,584887.0,502934.0,Medical,,2024-02-17,2028-01-20,Active
1956,21.0,, ,"Radiographer, diagnostic",Isiolo,Low,106696.0,2025-05-02,,,,702106.0,502934.0,Medical,,2024-02-17,2028-01-20,Active
1957,,,Affluent,"Social research officer, government",Lamu,Low,103240.0,2024-07-07,,,Internet Banking,335283.0,505391.0,Medical,,2023-10-20,2028-07-18,Lapsed
1958,31.0,Medium,Affluent,Systems analyst,Kisumu,Medium,,,,,,,,Motor,,,,
1959,20.0,,Affluent,"Research officer, political party",Busia,Low,,,,,,,,Gadget,,,,
1960,,High,SME,Radio producer,Nakuru,,103089.0,2025-11-22,,Groceries,USSD,,503323.0,Gadget,,2022-10-03,2027-01-10,
1961,,Low,Affluent,Advice worker,Bungoma,,,,,,,,500925.0,Travel,,2024-03-29,2028-11-05,Lapsed
1961,,Low,Affluent,Advice worker,Bungoma,,,,,,,,504843.0,Gadget,3289.0,2022-11-03,2026-07-11,
1962,,, ,Retail merchandiser,Kericho,Low,103595.0,2024-05-21,,Electronics,App,640987.0,500025.0,Motor,,2022-12-13,2026-05-09,
1963,72.0,High,SME,Brewing technologist,Migori,High,,,,,,,,Travel,,,,
1964,,, ,Clinical psychologist,Kakamega,Low,,,,,,,,Life,,,,
1965,41.0,High,SME,Production manager,Machakos,High,102912.0,2024-09-14,,School Fees,,,504991.0,Medical,,2024-01-18,2026-05-14,Pending
1966,,High,Affluent,Community arts worker,Kilifi,Medium,100356.0,2024-08-05,,,USSD,,,Motor,,,,
1967,,,Affluent,Water quality scientist,Embu,,103133.0,2025-05-19,74294.0,School Fees,,391035.0,505977.0,Motor,,2023-02-25,2026-09-23,Pending
1967,,,Affluent,Water quality scientist,Embu,,104395.0,2024-08-25,245896.0,School Fees,Branch,,505977.0,Life,,2023-02-25,2026-09-23,Pending
1968,,Medium,Affluent,Risk analyst,Embu,,,,,,,,,Gadget,,,,
1969,,,SME,Music tutor,Homa Bay,Medium,102624.0,2024-06-20,235568.0,,USSD,219452.0,505434.0,Medical,,2024-01-13,2027-10-07,Lapsed
1969,,,SME,Music tutor,Homa Bay,Medium,104711.0,2025-01-10,135516.0,Travel,USSD,163859.0,505434.0,Motor,,2024-01-13,2027-10-07,Lapsed
1970,,, ,Broadcast presenter,Embu,Medium,104921.0,2024-09-22,,Electronics,App,61277.0,,Gadget,,,,
1971,77.0,High,Mass,Outdoor activities/education manager,Nairobi,,,,,,,,,Life,,,,
1972,,Low, ,Automotive engineer,Mombasa,Medium,104506.0,2024-12-19,,Bills,USSD,,,Medical,,,,
1973,,High,Affluent,"Conservator, museum/gallery",,Low,104443.0,2024-08-27,169138.0,Travel,Internet Banking,,,Life,,,,
1974,,,SME,Patent examiner,Kwale,Low,,,,,,,,Motor,,,,
1975,,,SME,Public librarian,Migori,High,101173.0,2025-05-21,,Bills,,,501671.0,Travel,,2022-10-05,2028-06-09,
1975,,,SME,Public librarian,Migori,High,101173.0,2025-05-21,,Bills,,,501996.0,Motor,,2022-04-16,2028-08-03,Pending
1975,,,SME,Public librarian,Migori,High,101173.0,2025-05-21,,Bills,,,503848.0,Motor,2841.0,2024-07-23,,
1975,,,SME,Public librarian,Migori,High,105635.0,2024-08-21,241637.0,,USSD,244025.0,501671.0,Gadget,,2022-10-05,2028-06-09,
1975,,,SME,Public librarian,Migori,High,105635.0,2024-08-21,241637.0,,USSD,244025.0,501996.0,Medical,,2022-04-16,2028-08-03,Pending
1975,,,SME,Public librarian,Migori,High,105635.0,2024-08-21,241637.0,,USSD,244025.0,503848.0,Gadget,2841.0,2024-07-23,,
1975,,,SME,Public librarian,Migori,High,106063.0,2025-09-23,,Bills,App,238915.0,501671.0,Life,,2022-10-05,2028-06-09,
1975,,,SME,Public librarian,Migori,High,106063.0,2025-09-23,,Bills,App,238915.0,501996.0,Life,,2022-04-16,2028-08-03,Pending
1975,,,SME,Public librarian,Migori,High,106063.0,2025-09-23,,Bills,App,238915.0,503848.0,Gadget,2841.0,2024-07-23,,
1976,47.0,,Affluent,"Secretary, company",Nairobi,High,,,,,,,506096.0,Motor,,,2026-10-31,
1977,,Medium,SME,"Engineer, materials",Kakamega,High,106470.0,2025-12-13,,School Fees,Internet Banking,13999.0,503425.0,Travel,12492.0,2024-05-25,2029-02-08,
1977,,Medium,SME,"Engineer, materials",Kakamega,High,106470.0,2025-12-13,,School Fees,Internet Banking,13999.0,505322.0,Motor,,2023-10-06,2028-03-02,
1977,,Medium,SME,"Engineer, materials",Kakamega,High,106470.0,2025-12-13,,School Fees,Internet Banking,13999.0,506580.0,Medical,11427.0,2023-06-30,2028-01-17,Active
1978,,High,Affluent,"Optician, dispensing",Thika,Low,,,,,,,,Motor,,,,
1979,36.0,Medium, ,"Engineer, production",,,,,,,,,503583.0,Motor,13720.0,2022-05-02,2026-06-25,Active
1980,,,SME,"Surveyor, minerals",Garissa,High,100951.0,2025-01-10,,,,246472.0,506860.0,Medical,,2024-04-04,2029-03-06,
1981,,High,Mass,"Administrator, arts",Kitale,Low,,,,,,,,Travel,,,,
1982,,High,SME,Proofreader,,,,,,,,,,Gadget,,,,
1983,,,Affluent,"Surveyor, building control",Eldoret,Medium,,,,,,,,Travel,,,,
1984,,,Mass,Human resources officer,Kajiado,Low,104467.0,2025-03-14,,Travel,Branch,,,Medical,,,,
1985,,Low,Affluent,Radio broadcast assistant,Voi,Medium,101960.0,2025-03-08,,Groceries,App,603920.0,,Travel,,,,
1985,,Low,Affluent,Radio broadcast assistant,Voi,Medium,103692.0,2025-06-07,,Electronics,Internet Banking,,,Travel,,,,
1985,,Low,Affluent,Radio broadcast assistant,Voi,Medium,106303.0,2025-11-18,,School Fees,App,678969.0,,Gadget,,,,
1986,,,SME,Press photographer,Kitale,High,106137.0,2025-06-30,,,App,,505585.0,Gadget,,2024-10-19,2026-09-04,Pending
1987,,High,Mass,Physiological scientist,Siaya,,,,,,,,,Travel,,,,
1988,,,Mass,,Embu,Low,101038.0,2024-03-24,,Bills,USSD,,,Medical,,,,
1989,,Low,SME,"Loss adjuster, chartered",Embu,High,103764.0,2026-01-12,72135.0,Groceries,Internet Banking,,,Travel,,,,
1990,,,Mass,Politician's assistant,Narok,High,,,,,,,501434.0,Motor,4992.0,2022-03-21,2027-05-20,
1991,,, ,Nature conservation officer,Eldoret,,,,,,,,,Medical,,,,
1992,,High,Mass,Waste management officer,Kisumu,Medium,101490.0,2025-01-29,,Electronics,USSD,,502477.0,Medical,,2024-10-04,2028-07-23,
1992,,High,Mass,Waste management officer,Kisumu,Medium,101490.0,2025-01-29,,Electronics,USSD,,504585.0,Life,3201.0,2024-12-28,2026-06-20,
1993,,,Mass,"Conservation officer, nature",Kilifi,High,102492.0,2024-04-15,212991.0,,App,427189.0,505635.0,Gadget,,2024-04-08,2027-12-17,Active
1993,,,Mass,"Conservation officer, nature",Kilifi,High,102492.0,2024-04-15,212991.0,,App,427189.0,506915.0,Travel,,2023-12-06,2028-08-01,Active
1993,,,Mass,"Conservation officer, nature",Kilifi,High,102564.0,2025-12-06,,Groceries,,117104.0,505635.0,Motor,,2024-04-08,2027-12-17,Active
1993,,,Mass,"Conservation officer, nature",Kilifi,High,102564.0,2025-12-06,,Groceries,,117104.0,506915.0,Gadget,,2023-12-06,2028-08-01,Active
1994,,High, ,Ranger/warden,Isiolo,,102487.0,2026-02-16,178198.0,Bills,Branch,,501765.0,Medical,,2022-04-18,2027-02-15,
1994,,High, ,Ranger/warden,Isiolo,,102487.0,2026-02-16,178198.0,Bills,Branch,,505071.0,Medical,,2023-11-01,2028-08-27,
1995,,,Affluent,Archivist,Thika,,,,,,,,502433.0,Medical,10704.0,2025-01-12,2028-02-16,
1995,,,Affluent,Archivist,Thika,,,,,,,,506506.0,Travel,13823.0,2023-09-11,2028-09-14,
1996,64.0,High,Affluent,"Psychologist, clinical",Meru,Low,101116.0,2024-07-16,299082.0,,USSD,,504552.0,Travel,,2023-06-13,2028-02-20,
1996,64.0,High,Affluent,"Psychologist, clinical",Meru,Low,101116.0,2024-07-16,299082.0,,USSD,,506064.0,Motor,,2023-11-21,2026-04-14,
1996,64.0,High,Affluent,"Psychologist, clinical",Meru,Low,101473.0,2025-05-29,,Travel,Branch,702019.0,504552.0,Motor,,2023-06-13,2028-02-20,
1996,64.0,High,Affluent,"Psychologist, clinical",Meru,Low,101473.0,2025-05-29,,Travel,Branch,702019.0,506064.0,Life,,2023-11-21,2026-04-14,
1996,64.0,High,Affluent,"Psychologist, clinical",Meru,Low,105239.0,2024-09-07,,Groceries,USSD,364961.0,504552.0,Medical,,2023-06-13,2028-02-20,
1996,64.0,High,Affluent,"Psychologist, clinical",Meru,Low,105239.0,2024-09-07,,Groceries,USSD,364961.0,506064.0,Motor,,2023-11-21,2026-04-14,
1996,64.0,High,Affluent,"Psychologist, clinical",Meru,Low,105597.0,2024-08-01,,Groceries,App,479626.0,504552.0,Motor,,2023-06-13,2028-02-20,
1996,64.0,High,Affluent,"Psychologist, clinical",Meru,Low,105597.0,2024-08-01,,Groceries,App,479626.0,506064.0,Motor,,2023-11-21,2026-04-14,
1997,,, ,Race relations officer,Busia,High,,,,,,,504068.0,Motor,,2023-03-17,2027-04-28,Pending
1998,64.0,,Mass,Restaurant manager,Naivasha,Medium,,,,,,,,Travel,,,,
1999,,Low,SME,"Designer, ceramics/pottery",Bungoma,Medium,106854.0,2026-03-19,,,App,247225.0,,Travel,,,,
2000,,, ,Chartered accountant,Isiolo,High,,,,,,,,Gadget,,,,
2001,,Low,SME,Recycling officer,,Medium,105456.0,2024-11-15,34075.0,Electronics,App,771523.0,505211.0,Life,,2024-12-02,2028-06-23,Active
2001,,Low,SME,Recycling officer,,Medium,105623.0,2025-04-30,,Travel,,,505211.0,Motor,,2024-12-02,2028-06-23,Active
2002,,Medium,Affluent,Audiological scientist,Mombasa,,106389.0,2025-03-23,213425.0,School Fees,App,778574.0,,Travel,,,,
2003,,, ,,Migori,,101600.0,2024-08-09,231507.0,,App,501633.0,501628.0,Motor,6644.0,2024-01-04,2026-12-15,Active
2003,,, ,,Migori,,101600.0,2024-08-09,231507.0,,App,501633.0,502907.0,Travel,7609.0,2024-01-20,2028-05-06,Pending
2003,,, ,,Migori,,101600.0,2024-08-09,231507.0,,App,501633.0,503352.0,Life,,2024-02-23,2026-03-21,
2004,78.0,,SME,Microbiologist,Nyeri,High,,,,,,,504668.0,Gadget,,2023-12-02,2026-10-10,Pending
2005,,Low,Mass,Hotel manager,Kitale,Medium,102204.0,2024-11-07,,School Fees,Internet Banking,491804.0,505237.0,Life,8958.0,2023-07-10,2027-05-06,
2005,,Low,Mass,Hotel manager,Kitale,Medium,104515.0,2025-05-26,,Bills,,365810.0,505237.0,Medical,8958.0,2023-07-10,2027-05-06,
2005,,Low,Mass,Hotel manager,Kitale,Medium,104624.0,2025-08-16,185276.0,Electronics,Branch,145085.0,505237.0,Medical,8958.0,2023-07-10,2027-05-06,
2006,67.0,Low, ,"Engineer, water",Mombasa,,100903.0,2026-02-05,49441.0,Groceries,Internet Banking,,506643.0,Gadget,,2024-04-23,2027-06-18,Active
2006,67.0,Low, ,"Engineer, water",Mombasa,,101458.0,2026-02-12,,Bills,,391640.0,506643.0,Travel,,2024-04-23,2027-06-18,Active
2006,67.0,Low, ,"Engineer, water",Mombasa,,103379.0,,,Travel,Branch,579153.0,506643.0,Life,,2024-04-23,2027-06-18,Active
2007,,Medium,SME,"Loss adjuster, chartered",Kwale,High,101400.0,2025-03-13,255238.0,Bills,Internet Banking,,,Travel,,,,
2008,,Low, ,"Engineer, electrical",Kericho,,105746.0,2025-08-12,228785.0,Travel,App,542208.0,504453.0,Life,14798.0,2022-04-27,2028-07-13,Active
2009,,High, ,Editorial assistant,Kajiado,High,,,,,,,,Gadget,,,,
2010,,,Affluent,Youth worker,Machakos,Low,100490.0,2024-07-16,,Groceries,App,,,Travel,,,,
2010,,,Affluent,Youth worker,Machakos,Low,106332.0,2026-02-21,238302.0,Electronics,Branch,,,Life,,,,
2011,,Low,Affluent,Chief Operating Officer,Busia,Low,100596.0,2024-11-05,,Electronics,App,144395.0,500837.0,Gadget,,2022-05-29,2027-07-04,
2011,,Low,Affluent,Chief Operating Officer,Busia,Low,100596.0,2024-11-05,,Electronics,App,144395.0,504441.0,Travel,,2022-05-02,2027-03-19,
2012,,Low,Mass,Retail buyer,Voi,High,100436.0,2025-06-04,,Groceries,Internet Banking,281972.0,502402.0,Medical,4703.0,2024-05-04,2026-06-16,Lapsed
2012,,Low,Mass,Retail buyer,Voi,High,100436.0,2025-06-04,,Groceries,Internet Banking,281972.0,502866.0,Medical,,2024-09-30,2028-07-22,Lapsed
2012,,Low,Mass,Retail buyer,Voi,High,103989.0,2024-04-23,,Electronics,Branch,,502402.0,Life,4703.0,2024-05-04,2026-06-16,Lapsed
2012,,Low,Mass,Retail buyer,Voi,High,103989.0,2024-04-23,,Electronics,Branch,,502866.0,Medical,,2024-09-30,2028-07-22,Lapsed
2013,68.0,Medium,Affluent,Wellsite geologist,Naivasha,Low,,,,,,,,Gadget,,,,
2014,,High,Affluent,Academic librarian,Kisumu,Low,100515.0,2024-07-30,,School Fees,Branch,456828.0,,Travel,,,,
2014,,High,Affluent,Academic librarian,Kisumu,Low,106327.0,2025-08-15,235704.0,Groceries,Internet Banking,,,Motor,,,,
2015,52.0,Low,Affluent,"Scientist, audiological",Voi,Medium,105224.0,2025-10-21,234762.0,,,,,Travel,,,,
2016,,,SME,Airline pilot,Machakos,Low,100802.0,2025-07-27,,Groceries,,127505.0,500691.0,Travel,8564.0,2023-12-14,2027-03-18,
2016,,,SME,Airline pilot,Machakos,Low,100802.0,2025-07-27,,Groceries,,127505.0,501053.0,Travel,,2022-07-31,2028-10-26,Active
2016,,,SME,Airline pilot,Machakos,Low,100802.0,2025-07-27,,Groceries,,127505.0,502974.0,Motor,,2024-02-01,2026-10-29,
2016,,,SME,Airline pilot,Machakos,Low,100803.0,2024-04-22,,Groceries,App,46817.0,500691.0,Motor,8564.0,2023-12-14,2027-03-18,
2016,,,SME,Airline pilot,Machakos,Low,100803.0,2024-04-22,,Groceries,App,46817.0,501053.0,Gadget,,2022-07-31,2028-10-26,Active
2016,,,SME,Airline pilot,Machakos,Low,100803.0,2024-04-22,,Groceries,App,46817.0,502974.0,Motor,,2024-02-01,2026-10-29,
2016,,,SME,Airline pilot,Machakos,Low,106209.0,2025-05-08,183939.0,Bills,USSD,,500691.0,Gadget,8564.0,2023-12-14,2027-03-18,
2016,,,SME,Airline pilot,Machakos,Low,106209.0,2025-05-08,183939.0,Bills,USSD,,501053.0,Motor,,2022-07-31,2028-10-26,Active
2016,,,SME,Airline pilot,Machakos,Low,106209.0,2025-05-08,183939.0,Bills,USSD,,502974.0,Life,,2024-02-01,2026-10-29,
2017,66.0,, ,Community education officer,Bungoma,Medium,,,,,,,504270.0,Travel,12763.0,2024-03-11,2027-05-01,Active
2018,,Low,Affluent,Sport and exercise psychologist,Nairobi,Low,103823.0,2025-12-30,,School Fees,Branch,103973.0,505780.0,Travel,,2023-04-21,2027-08-10,
2019,,High,SME,Psychiatric nurse,Garissa,Low,106559.0,2025-11-15,66913.0,Groceries,Internet Banking,253965.0,502997.0,Travel,1955.0,2023-09-22,2028-07-30,Pending
2020,,, ,Emergency planning/management officer,Nairobi,,102213.0,2024-04-04,,Electronics,USSD,,500900.0,Travel,4052.0,2023-12-07,2027-11-02,Lapsed
2020,,, ,Emergency planning/management officer,Nairobi,,102213.0,2024-04-04,,Electronics,USSD,,505905.0,Gadget,,2022-07-16,2028-03-05,Pending
2021,,,Affluent,Research scientist (medical),Kitale,High,102422.0,2025-01-16,,Travel,USSD,,506615.0,Motor,,2024-01-12,2026-05-26,
2021,,,Affluent,Research scientist (medical),Kitale,High,103898.0,2025-03-28,,Bills,Branch,,506615.0,Travel,,2024-01-12,2026-05-26,
2022,,High,Affluent,Outdoor activities/education manager,Kakamega,Low,105756.0,2024-04-06,,,App,709302.0,,Medical,,,,
2023,,High, ,Chartered certified accountant,Homa Bay,High,103698.0,2024-07-04,,,,,,Gadget,,,,
2024,,Low,SME,Communications engineer,,High,104713.0,2024-10-25,93341.0,,Branch,,504443.0,Medical,13443.0,2023-12-10,2027-06-07,Pending
2024,,Low,SME,Communications engineer,,High,104713.0,2024-10-25,93341.0,,Branch,,505102.0,Travel,3333.0,2024-04-10,2026-04-25,Lapsed
2025,,,SME,Clinical embryologist,Wajir,,104432.0,2024-07-31,,School Fees,Branch,,502272.0,Travel,,2025-02-25,2028-01-08,
2026,,Medium,Mass,Insurance account manager,Nakuru,High,,,,,,,505993.0,Travel,,2023-05-19,2029-02-27,Pending
2026,,Medium,Mass,Insurance account manager,Nakuru,High,,,,,,,506936.0,Travel,2575.0,2025-03-15,2026-07-28,Pending
2027,,, ,Garment/textile technologist,Mombasa,High,103017.0,2025-06-03,,,App,151414.0,501551.0,Travel,12855.0,2022-12-12,2026-04-25,Lapsed
2028,,,Mass,Corporate investment banker,Voi,Low,106247.0,2024-05-06,,,Branch,725207.0,505819.0,Travel,5493.0,2022-10-11,2028-01-20,Active
2029,,,SME,Primary school teacher,,,105488.0,2024-07-22,,Groceries,,,500064.0,Medical,,2022-07-03,2028-06-20,Lapsed
2029,,,SME,Primary school teacher,,,105488.0,2024-07-22,,Groceries,,,502890.0,Gadget,,2023-05-04,2028-07-03,
2030,,High,Affluent,Corporate treasurer,Kajiado,High,101653.0,2024-12-04,,,Branch,632315.0,,Travel,,,,
2031,74.0,,Mass,"Engineer, drilling",Kisumu,Low,101387.0,,,Travel,Branch,129046.0,501730.0,Motor,12835.0,2023-03-01,2028-06-19,Pending
2031,74.0,,Mass,"Engineer, drilling",Kisumu,Low,104439.0,2024-12-14,272394.0,,App,,501730.0,Medical,12835.0,2023-03-01,2028-06-19,Pending
2032,48.0,Medium,SME,"Administrator, arts",Kwale,,106387.0,2024-10-08,,,Internet Banking,,500004.0,Motor,,2024-02-04,2027-06-27,
2033,,Low,SME,"Administrator, local government",Nakuru,Low,,,,,,,505930.0,Gadget,,2023-02-24,2026-04-09,Pending
2034,,Medium,Affluent,Health service manager,Kilifi,,,,,,,,500239.0,Life,,2023-01-25,2026-08-15,Pending
2034,,Medium,Affluent,Health service manager,Kilifi,,,,,,,,502059.0,Motor,,2022-11-12,2028-03-17,Lapsed
2035,53.0,, ,Armed forces logistics/support/administrative officer,Isiolo,,105548.0,2025-06-14,,Bills,USSD,223175.0,,Life,,,,
2036,,,SME,Sports development officer,Kitale,Medium,105675.0,2024-12-05,,Travel,App,,503959.0,Life,3938.0,2022-05-24,2026-10-03,
2037,,,Mass,Optometrist,Lamu,Medium,,,,,,,504303.0,Gadget,4261.0,2024-03-07,2026-09-16,
2037,,,Mass,Optometrist,Lamu,Medium,,,,,,,504352.0,Travel,14703.0,2025-03-01,2026-03-21,Active
2037,,,Mass,Optometrist,Lamu,Medium,,,,,,,504710.0,Gadget,2917.0,2025-03-08,2026-05-29,
2038,,,Affluent,Jewellery designer,Nairobi,Medium,103393.0,2025-08-19,,Electronics,,782859.0,501264.0,Gadget,2695.0,2024-05-24,2026-11-18,Active
2039,,, ,Video editor,Kisumu,High,101978.0,2024-05-08,233009.0,Groceries,Internet Banking,182857.0,,Medical,,,,
2039,,, ,Video editor,Kisumu,High,105965.0,2025-11-24,266724.0,,Internet Banking,,,Life,,,,
2040,,Low, ,Research scientist (medical),Nakuru,Low,100455.0,2024-05-05,,School Fees,USSD,,506376.0,Gadget,4319.0,2023-11-26,2027-05-05,Pending
2040,,Low, ,Research scientist (medical),Nakuru,Low,102914.0,2024-11-15,12131.0,,Internet Banking,,506376.0,Travel,4319.0,2023-11-26,2027-05-05,Pending
2041,,, ,Human resources officer,Wajir,,101133.0,2024-06-15,70777.0,,Branch,106712.0,,Travel,,,,
2042,,,SME,Clinical cytogeneticist,Thika,Low,101250.0,2025-05-12,,Bills,USSD,,503638.0,Life,13896.0,2023-11-17,2029-03-16,
2042,,,SME,Clinical cytogeneticist,Thika,Low,101250.0,2025-05-12,,Bills,USSD,,504568.0,Medical,4091.0,2023-01-04,2027-09-17,
2043,,High, ,Corporate investment banker,Malindi,High,103746.0,2025-02-08,280073.0,Travel,Internet Banking,238480.0,,Medical,,,,
2043,,High, ,Corporate investment banker,Malindi,High,105112.0,2024-12-06,,Electronics,App,,,Travel,,,,
2044,,,SME,Dancer,Wajir,Medium,100083.0,2025-06-10,,Electronics,,,500042.0,Gadget,9329.0,2022-03-24,2028-09-09,
2044,,,SME,Dancer,Wajir,Medium,100083.0,2025-06-10,,Electronics,,,502282.0,Gadget,,2023-07-22,2028-11-19,Lapsed
2045,,,Affluent,Horticultural therapist,Machakos,Medium,102672.0,2025-09-02,,Travel,Internet Banking,141894.0,502632.0,Gadget,,2022-03-31,2026-05-10,
2045,,,Affluent,Horticultural therapist,Machakos,Medium,102672.0,2025-09-02,,Travel,Internet Banking,141894.0,505416.0,Gadget,,2023-11-03,2026-08-01,Active
2046,,,Affluent,Consulting civil engineer,Isiolo,Low,,,,,,,,Life,,,,
2047,61.0,Low, ,"Programmer, systems",Homa Bay,Low,102613.0,2025-01-18,,Groceries,App,318623.0,,Travel,,,,
2048,,Medium,Affluent,Chemical engineer,Bungoma,,103736.0,2025-09-04,,,Internet Banking,103051.0,503488.0,Life,2213.0,2023-06-10,2028-01-01,Active
2049,,,Mass,Art gallery manager,Thika,Low,,,,,,,,Travel,,,,
2050,,,Mass,Land/geomatics surveyor,Lamu,,,,,,,,,Travel,,,,
