customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,amount,category,channel,premium_amount,product_type
11116,53,High,Affluent,Art gallery manager,Kisumu,Medium,47541,Electronics,Branch,5872,Gadget
11117,61,High,SME,Financial manager,Naivasha,High,125764,Groceries,USSD,13117,Medical
11118,56,Medium,Affluent,Intelligence analyst,Nakuru,High,47728,Travel,Branch,4303,Travel
11119,64,Medium,Mass,Mudlogger,Nyeri,Medium,240334,School Fees,USSD,10764,Education
11120,56,Low,Mass,"Programmer, systems",Nakuru,High,38090,Travel,Internet Banking,689,Motor
11121,46,High,Mass,Risk analyst,Naivasha,Medium,245178,Travel,Branch,2220,Travel
11122,71,Medium,Mass,Operational investment banker,Naivasha,High,58672,Groceries,App,7473,Medical
11123,43,Low,Affluent,Medical sales representative,Mombasa,Medium,176099,School Fees,Internet Banking,2837,Education
11124,38,Low,Affluent,"Conservation officer, nature",Machakos,Low,155045,School Fees,App,10696,Education
11125,34,High,Mass,Bookseller,Naivasha,Low,24063,Electronics,USSD,5657,Gadget
11126,33,High,Affluent,Technical sales engineer,Nairobi,Low,227146,Travel,Branch,11884,Travel
11127,77,Low,SME,Passenger transport manager,Nyeri,Low,83459,School Fees,Branch,9053,Education
11128,48,High,SME,Field trials officer,Meru,Low,43438,School Fees,App,12966,Education
11129,68,Low,SME,Radiation protection practitioner,Machakos,High,142659,Groceries,Branch,9770,Medical
11130,26,Low,SME,Television camera operator,Nairobi,High,180376,Groceries,USSD,12317,Motor
11131,48,High,SME,Facilities manager,Eldoret,Medium,222120,Travel,Branch,4751,Travel
11132,31,Medium,Mass,Financial controller,Thika,High,135134,Travel,Internet Banking,1344,Travel
11133,66,Low,Affluent,Multimedia programmer,Machakos,Low,46563,School Fees,App,4932,Education
11134,54,High,Mass,Financial planner,Nyeri,Low,77657,Travel,App,6478,Travel
11135,19,Low,Mass,"Surveyor, hydrographic",Naivasha,High,236104,School Fees,App,6086,Education
11136,69,Low,Mass,"Surveyor, hydrographic",Eldoret,High,198529,Electronics,Branch,3295,Gadget
11137,65,Low,Affluent,Advertising art director,Nairobi,Low,84455,Groceries,Internet Banking,8467,Gadget
11138,63,High,SME,Clinical molecular geneticist,Nakuru,High,92967,Travel,USSD,10680,Travel
11139,31,High,Mass,Hydrographic surveyor,Meru,Low,237739,Travel,Internet Banking,4075,Travel
11140,76,High,Affluent,"Scientist, forensic",Machakos,Low,124913,Bills,App,13450,Medical
11141,50,Medium,Mass,Learning disability nurse,Nyeri,Medium,58542,Bills,Internet Banking,9480,Travel
11142,52,Low,Affluent,Investment analyst,Nyeri,Low,74562,School Fees,App,11795,Education
11143,75,Medium,Mass,Solicitor,Mombasa,Medium,60527,Travel,USSD,7392,Life
11144,56,Low,SME,Aeronautical engineer,Mombasa,High,140876,Travel,Branch,4883,Gadget
11145,75,High,Affluent,Metallurgist,Machakos,Medium,112598,School Fees,Branch,4103,Education
11146,64,Low,Mass,Paediatric nurse,Kisumu,High,115549,Bills,USSD,11979,Medical
11147,68,Low,SME,Chartered accountant,Eldoret,High,258664,Electronics,USSD,3588,Gadget
11148,37,Low,SME,Historic buildings inspector/conservation officer,Meru,Medium,195264,School Fees,App,11516,Education
11149,19,Medium,Affluent,Lexicographer,Mombasa,High,254913,School Fees,Internet Banking,11850,Education
11150,68,High,SME,Tree surgeon,Machakos,High,240560,Electronics,Branch,1215,Gadget
11151,58,High,Affluent,Special educational needs teacher,Mombasa,Low,55024,Electronics,Internet Banking,12033,Motor
11152,36,Low,Affluent,Web designer,Kisumu,Low,28511,Groceries,App,2213,Motor
11153,76,High,SME,"Teacher, adult education",Naivasha,Low,11228,Travel,Internet Banking,10679,Travel
11154,54,Medium,SME,"Optician, dispensing",Naivasha,High,58801,Bills,App,5203,Motor
11155,35,Medium,Affluent,"Accountant, chartered",Eldoret,Medium,114998,Bills,App,9774,Motor
11156,33,High,SME,Theme park manager,Nairobi,Medium,281105,Groceries,USSD,13753,Life
11157,21,Medium,Affluent,Public librarian,Mombasa,High,137048,Travel,USSD,14404,Travel
11158,29,Medium,SME,"Secretary, company",Naivasha,Medium,269072,School Fees,USSD,955,Travel
11159,46,High,Affluent,Telecommunications researcher,Machakos,High,264524,Travel,USSD,3797,Travel
11160,24,High,SME,Surgeon,Thika,Low,1369,Groceries,USSD,8727,Life
11161,31,Low,SME,Futures trader,Kisumu,High,128583,Electronics,Internet Banking,4326,Gadget
11162,72,Low,Mass,"Chemist, analytical",Kisumu,Medium,202842,Groceries,Internet Banking,4806,Medical
11163,29,Medium,Mass,Data processing manager,Meru,Medium,113647,Groceries,Branch,4048,Gadget
11164,52,High,Affluent,Chiropractor,Kisumu,Low,142644,Electronics,App,9872,Gadget
11165,22,Medium,Mass,"Lecturer, higher education",Thika,Medium,6726,School Fees,USSD,11489,Education
11166,34,High,Mass,Chemical engineer,Kisumu,High,235914,Bills,App,1757,Motor
11167,75,Medium,Affluent,Fitness centre manager,Nyeri,Medium,45409,Groceries,Internet Banking,977,Medical
11168,59,Medium,SME,"Therapist, nutritional",Kisumu,Low,248011,School Fees,USSD,6672,Education
11169,49,Medium,SME,Further education lecturer,Meru,High,88733,Travel,Branch,4849,Travel
11170,27,Low,Affluent,Insurance claims handler,Machakos,High,42633,School Fees,Internet Banking,12841,Education
11171,60,High,Mass,Medical secretary,Naivasha,High,245293,Travel,App,14853,Travel
11172,34,Medium,SME,Advice worker,Kisumu,Low,203322,Travel,App,3002,Medical
11173,22,Low,Mass,Special effects artist,Eldoret,Medium,68191,Bills,Internet Banking,10644,Medical
11174,62,Medium,Affluent,Agricultural engineer,Nairobi,Medium,273599,Bills,USSD,1228,Medical
11175,59,Medium,Mass,Research scientist (physical sciences),Mombasa,Low,125610,Groceries,App,6104,Medical
11176,26,High,Affluent,Mining engineer,Meru,High,226627,Travel,Branch,12130,Travel
11177,66,Medium,Affluent,"Engineer, civil (consulting)",Kisumu,Low,217294,Groceries,Branch,7091,Medical
11178,50,High,SME,Farm manager,Eldoret,Medium,223022,Electronics,App,11181,Life
11179,53,Low,Affluent,Set designer,Nakuru,Low,282988,Electronics,Branch,1068,Gadget
11180,53,Low,SME,"Designer, exhibition/display",Machakos,Low,183291,Travel,Internet Banking,5108,Travel
11181,35,Medium,Affluent,Psychotherapist,Nairobi,Medium,131147,Travel,App,10178,Life
11182,26,Low,SME,"Therapist, nutritional",Thika,Medium,102580,Electronics,USSD,8558,Gadget
11183,79,High,Mass,Television camera operator,Thika,High,120350,Travel,Branch,8146,Travel
11184,74,High,Affluent,"Engineer, agricultural",Machakos,Low,199672,Bills,App,2474,Medical
11185,46,Low,Mass,Cartographer,Nairobi,High,132988,Electronics,Branch,11750,Gadget
11186,78,High,Affluent,"Biochemist, clinical",Nakuru,High,46276,Travel,Branch,2703,Travel
11187,67,High,Affluent,Editorial assistant,Nairobi,Medium,114662,Groceries,Internet Banking,3755,Medical
11188,31,Medium,Affluent,"Surveyor, minerals",Meru,Medium,192409,Travel,Branch,6365,Education
11189,42,Medium,SME,Technical sales engineer,Thika,Low,30687,Electronics,App,14339,Life
11190,32,High,SME,Equities trader,Naivasha,High,166272,Electronics,USSD,4204,Life
11191,23,Low,Mass,English as a foreign language teacher,Nairobi,Low,214279,Electronics,Internet Banking,1301,Motor
11192,73,High,Mass,"Engineer, structural",Nyeri,Medium,64745,Travel,Branch,11209,Education
11193,59,Medium,Affluent,"Teacher, adult education",Nakuru,Low,77873,School Fees,USSD,14336,Education
11194,46,Low,Mass,Sports development officer,Naivasha,High,167971,Electronics,USSD,10199,Gadget
11195,32,High,Affluent,"Education officer, museum",Nakuru,Medium,29715,Bills,Internet Banking,6584,Life
11196,46,Low,Affluent,Public librarian,Eldoret,Low,8841,School Fees,App,7072,Education
11197,21,Low,Affluent,Accounting technician,Nairobi,Low,288801,Travel,Branch,10913,Travel
11198,35,Low,SME,Hospital doctor,Kisumu,Medium,212215,Travel,App,5493,Travel
11199,67,High,Mass,Analytical chemist,Machakos,High,266304,Travel,App,8734,Travel
11200,74,Medium,SME,Health visitor,Meru,Medium,8162,Travel,USSD,3685,Life
11201,66,Low,Affluent,Mental health nurse,Machakos,Medium,280993,Bills,USSD,10357,Education
11202,61,Low,Affluent,Health promotion specialist,Nakuru,Medium,106534,Electronics,USSD,6276,Gadget
11203,56,High,SME,Professor Emeritus,Nyeri,High,83671,Groceries,App,1808,Medical
11204,33,Medium,Mass,"Engineer, building services",Nairobi,Medium,154204,Bills,App,9837,Travel
11205,28,Medium,SME,"Geologist, engineering",Nakuru,High,102530,School Fees,Branch,760,Education
11206,31,High,SME,Hotel manager,Thika,Medium,95598,School Fees,App,10649,Education
11207,20,Low,Mass,Patent examiner,Mombasa,Low,93634,Groceries,Branch,7159,Travel
11208,68,High,Affluent,"Education officer, environmental",Naivasha,High,280262,Groceries,App,14372,Medical
11209,67,Medium,Mass,"Horticulturist, commercial",Kisumu,Medium,222970,Travel,USSD,11708,Travel
11210,79,Low,Mass,Barista,Machakos,High,206450,Bills,App,9481,Medical
11211,59,Low,SME,"Engineer, production",Nakuru,High,228757,Bills,App,6872,Medical
11212,55,Medium,Affluent,Retail buyer,Meru,Low,176992,Travel,Branch,10182,Travel
11213,62,Low,Affluent,Petroleum engineer,Nairobi,Low,13193,Bills,USSD,11910,Medical
11214,59,High,Affluent,Farm manager,Nyeri,High,222601,Travel,USSD,10879,Travel
11215,35,Medium,SME,Insurance account manager,Nairobi,Low,191654,Bills,App,5271,Motor
11216,75,Medium,SME,Technical sales engineer,Eldoret,Low,39840,Groceries,App,12268,Medical
11217,37,Low,Mass,Equities trader,Meru,High,261851,Travel,USSD,11594,Travel
11218,75,Medium,Mass,Merchant navy officer,Thika,Low,56568,School Fees,Branch,724,Education
11219,65,High,SME,Product/process development scientist,Mombasa,High,51994,Electronics,Internet Banking,11007,Gadget
11220,42,Medium,Mass,Chief Executive Officer,Meru,Medium,133480,Bills,USSD,5867,Motor
11221,74,Low,SME,Legal executive,Naivasha,High,38652,School Fees,Internet Banking,7183,Medical
11222,55,Medium,Mass,Sub,Eldoret,Medium,45421,School Fees,USSD,3835,Education
11223,30,Low,Affluent,"Programmer, systems",Naivasha,Medium,54227,Electronics,USSD,9390,Gadget
11224,21,Low,SME,Land/geomatics surveyor,Meru,Medium,169263,Travel,Branch,1520,Travel
11225,72,High,Mass,Politician's assistant,Machakos,Low,131032,Travel,USSD,12601,Travel
11226,31,Medium,SME,"Engineer, agricultural",Machakos,High,55042,Electronics,Branch,14001,Gadget
11227,50,High,SME,Radio broadcast assistant,Meru,High,66053,School Fees,Branch,9493,Education
11228,45,High,Mass,Art therapist,Kisumu,Low,98997,School Fees,USSD,3596,Education
11229,69,Medium,Mass,Film/video editor,Nairobi,High,40750,Bills,USSD,6581,Medical
11230,54,High,SME,"Solicitor, Scotland",Nakuru,High,290694,Bills,App,5058,Life
11231,25,High,SME,Naval architect,Meru,High,192831,Electronics,Internet Banking,13262,Gadget
11232,61,Low,Mass,"Therapist, nutritional",Nyeri,Low,237573,Electronics,USSD,3719,Gadget
11233,51,High,Affluent,Warehouse manager,Nairobi,High,119272,Bills,USSD,7354,Life
11234,61,Medium,Affluent,Sports development officer,Nyeri,Low,237802,Travel,Internet Banking,10967,Motor
11235,22,Low,Affluent,Oceanographer,Nairobi,Medium,154041,Electronics,Branch,9578,Gadget
11236,71,High,SME,Chief of Staff,Thika,Low,219666,Travel,App,928,Travel
11237,22,High,Affluent,"Copywriter, advertising",Nakuru,High,181567,Groceries,Branch,9905,Medical
11238,48,Medium,SME,"Nurse, mental health",Nairobi,Low,111178,Groceries,Branch,3785,Life
11239,62,High,Mass,Quantity surveyor,Nakuru,Medium,154587,Bills,USSD,9902,Medical
11240,26,Medium,Affluent,Barista,Thika,High,208994,Travel,Branch,10713,Travel
11241,59,High,Mass,Hydrologist,Machakos,High,13233,Travel,USSD,8454,Travel
11242,49,High,Affluent,"Restaurant manager, fast food",Meru,Medium,267351,School Fees,Internet Banking,9691,Education
11243,50,Medium,Affluent,Soil scientist,Nyeri,Low,144124,Travel,Internet Banking,11026,Travel
11244,79,Low,Mass,Pharmacologist,Thika,Medium,49345,School Fees,App,6681,Education
11245,20,Medium,Mass,Ceramics designer,Mombasa,High,114838,Travel,App,8524,Travel
11246,47,Low,SME,Radiation protection practitioner,Thika,Medium,106347,School Fees,Branch,9673,Education
11247,67,Low,Mass,Games developer,Nairobi,High,198801,Travel,USSD,9401,Travel
11248,29,Medium,SME,Technical author,Nairobi,High,74761,Bills,App,5834,Motor
11249,46,Medium,SME,Tax adviser,Nairobi,Medium,196935,Travel,Branch,14006,Travel
11250,20,High,Mass,"Producer, television/film/video",Thika,Medium,115687,School Fees,Branch,1892,Education
11251,43,High,Affluent,Advertising account planner,Naivasha,Medium,235332,Electronics,Branch,7808,Gadget
11252,74,Low,Affluent,Quantity surveyor,Nairobi,Low,155804,Electronics,Internet Banking,11549,Gadget
11253,78,High,Affluent,Software engineer,Kisumu,High,101090,Electronics,USSD,3507,Gadget
11254,47,Medium,Mass,"Librarian, academic",Kisumu,High,56483,School Fees,USSD,11315,Life
11255,26,Low,Affluent,"Administrator, local government",Naivasha,High,101575,School Fees,Internet Banking,13366,Education
11256,43,High,SME,Human resources officer,Nakuru,Medium,268749,School Fees,Internet Banking,1442,Life
11257,19,High,Mass,"Restaurant manager, fast food",Meru,High,97640,Electronics,App,11125,Gadget
11258,79,Medium,SME,"Administrator, local government",Meru,Medium,275264,Groceries,USSD,8319,Medical
11259,20,Medium,Affluent,"Designer, textile",Nyeri,Medium,253868,Groceries,App,1455,Medical
11260,63,High,Affluent,"Engineer, control and instrumentation",Nakuru,Low,7494,Bills,App,10858,Medical
11261,21,Low,Affluent,Broadcast presenter,Kisumu,High,53795,Electronics,USSD,2105,Gadget
11262,42,Low,SME,Nutritional therapist,Thika,Low,261706,School Fees,Internet Banking,12070,Education
11263,68,Medium,Affluent,Retail merchandiser,Meru,Medium,256646,Electronics,App,11288,Gadget
11264,30,Medium,SME,Archivist,Nyeri,High,288357,School Fees,USSD,10457,Education
11265,56,Medium,Mass,Data scientist,Machakos,High,207218,Electronics,Internet Banking,1092,Medical
11266,61,High,Mass,Site engineer,Naivasha,High,298962,Travel,Branch,12365,Travel
11267,52,High,Mass,Equities trader,Naivasha,High,264523,Travel,App,6696,Travel
11268,72,Medium,Affluent,Television camera operator,Eldoret,Medium,263916,Groceries,USSD,3210,Medical
11269,40,Low,SME,"Editor, magazine features",Meru,High,181601,School Fees,Branch,12492,Gadget
11270,26,Medium,Affluent,"Programmer, systems",Mombasa,High,100673,Travel,Branch,9529,Travel
11271,19,Medium,Mass,"Administrator, local government",Eldoret,High,200910,School Fees,Internet Banking,6653,Education
11272,78,Low,Mass,"Engineer, building services",Eldoret,Low,83808,Electronics,Internet Banking,6497,Gadget
11273,71,Low,Affluent,Volunteer coordinator,Eldoret,High,236539,School Fees,App,4572,Education
11274,58,Low,Affluent,Chartered legal executive (England and Wales),Machakos,Low,54899,Groceries,USSD,13525,Medical
11275,61,Low,Affluent,Medical illustrator,Nairobi,Low,160244,Electronics,Internet Banking,4025,Gadget
11276,48,High,SME,Contractor,Nakuru,High,245444,Bills,USSD,13125,Life
11277,61,High,Affluent,Call centre manager,Nairobi,Medium,208081,Groceries,App,12611,Life
11278,64,Medium,Mass,Tree surgeon,Eldoret,Medium,138239,Electronics,App,11760,Gadget
11279,19,High,Mass,Local government officer,Naivasha,High,99303,Bills,Branch,14984,Travel
11280,49,Medium,SME,Medical illustrator,Mombasa,Medium,220088,Electronics,Branch,7738,Gadget
11281,35,Medium,Affluent,"Designer, exhibition/display",Mombasa,High,31889,Groceries,Branch,1858,Motor
11282,30,Low,SME,Ergonomist,Naivasha,High,152312,Travel,Branch,4597,Travel
11283,63,Low,Affluent,Physiological scientist,Mombasa,High,73704,Electronics,Branch,951,Gadget
11284,22,High,Mass,"Therapist, nutritional",Mombasa,Medium,56175,Groceries,Internet Banking,9086,Medical
11285,75,High,Affluent,"Solicitor, Scotland",Thika,Medium,225104,Bills,Internet Banking,9984,Medical
11286,59,High,Affluent,Environmental education officer,Eldoret,High,221015,Bills,USSD,10013,Medical
11287,61,High,Mass,Pathologist,Nairobi,High,273966,School Fees,App,9301,Education
11288,27,Low,Mass,Dentist,Naivasha,Medium,226627,School Fees,App,1464,Education
11289,73,Low,Mass,Animal technologist,Mombasa,High,18588,Travel,Internet Banking,1729,Travel
11290,60,High,Affluent,Technical sales engineer,Mombasa,Low,48178,Bills,USSD,12086,Medical
11291,42,Medium,SME,"Surveyor, land/geomatics",Kisumu,Low,182825,Bills,App,5129,Medical
11292,51,Low,Affluent,Food technologist,Meru,Medium,199665,Bills,Branch,3602,Travel
11293,54,Low,SME,Chartered legal executive (England and Wales),Nairobi,Low,155308,Bills,Internet Banking,7532,Travel
11294,47,Low,Affluent,Medical technical officer,Machakos,Medium,210081,Bills,Internet Banking,12769,Gadget
11295,24,Low,Affluent,Personnel officer,Mombasa,Low,50294,Travel,App,14050,Life
11296,23,High,Affluent,Surgeon,Meru,Medium,95916,Groceries,Internet Banking,14181,Life
11297,71,High,Affluent,Professor Emeritus,Eldoret,Low,13978,Electronics,Branch,12933,Gadget
11298,72,Medium,SME,Geoscientist,Meru,Medium,167985,Bills,Branch,7076,Medical
11299,20,Low,Affluent,"Geneticist, molecular",Nyeri,Low,64831,Electronics,USSD,7621,Gadget
11300,30,High,Mass,"Librarian, public",Meru,High,86598,Electronics,Branch,6568,Gadget
11301,20,High,Mass,Museum/gallery exhibitions officer,Eldoret,Medium,10020,School Fees,USSD,14633,Education
11302,43,Low,Affluent,Publishing rights manager,Mombasa,High,150431,Groceries,App,688,Motor
11303,74,High,SME,Warden/ranger,Meru,Medium,61356,Electronics,Internet Banking,11003,Gadget
11304,79,High,Mass,"Research officer, government",Machakos,Medium,48898,Groceries,Branch,12870,Medical
11305,41,High,Mass,Geochemist,Kisumu,Medium,116435,Groceries,Branch,4235,Life
11306,70,Medium,Mass,Occupational hygienist,Nairobi,High,71682,Electronics,App,14526,Motor
11307,23,High,Affluent,Mining engineer,Eldoret,Medium,30983,Bills,App,11580,Motor
11308,60,Low,Mass,Operational researcher,Mombasa,Medium,73605,School Fees,Branch,8781,Education
11309,77,Low,SME,Psychiatrist,Meru,Medium,295312,Bills,App,13005,Medical
11310,75,Low,SME,Nutritional therapist,Eldoret,Low,195001,Travel,Branch,9275,Travel
11311,66,High,SME,Clinical molecular geneticist,Naivasha,High,171751,Electronics,USSD,11386,Gadget
11312,59,Medium,Mass,Mental health nurse,Nairobi,Medium,101606,School Fees,Internet Banking,13057,Motor
11313,29,High,Mass,Osteopath,Nairobi,High,79922,School Fees,Branch,1084,Education
11314,66,Low,SME,Biomedical scientist,Machakos,High,19844,Groceries,Branch,6910,Medical
11315,53,Medium,Mass,Surgeon,Machakos,Low,113887,School Fees,App,1097,Education
11316,19,Medium,SME,Tour manager,Machakos,High,256817,Travel,App,8843,Travel
11317,28,High,Affluent,Financial adviser,Naivasha,Low,240327,Bills,USSD,6940,Gadget
11318,56,Low,Affluent,Field trials officer,Eldoret,High,37154,Electronics,Internet Banking,4838,Gadget
11319,51,High,Affluent,Animal nutritionist,Nairobi,Low,236785,Electronics,App,13525,Gadget
11320,43,Low,Mass,"Psychologist, clinical",Machakos,Low,161607,Groceries,Internet Banking,2645,Education
11321,35,Medium,Affluent,Information officer,Nyeri,High,297794,Electronics,Internet Banking,14583,Gadget
11322,38,High,Affluent,Retail banker,Naivasha,High,13838,Electronics,Internet Banking,11333,Gadget
11323,53,Medium,SME,"Engineer, agricultural",Kisumu,Medium,36447,Electronics,App,13936,Education
11324,57,Low,SME,Mudlogger,Naivasha,Low,135524,Bills,USSD,6744,Medical
11325,69,Medium,SME,Glass blower/designer,Eldoret,High,109570,Bills,Internet Banking,11005,Medical
11326,63,Medium,Affluent,Professor Emeritus,Nyeri,Medium,60360,Travel,USSD,6570,Travel
11327,61,Medium,SME,Ceramics designer,Nyeri,High,148737,Groceries,App,13394,Medical
11328,39,High,Affluent,IT technical support officer,Nyeri,Low,296624,Electronics,Internet Banking,1179,Motor
11329,70,Low,Mass,Quantity surveyor,Nakuru,Medium,212317,Bills,USSD,9874,Medical
11330,76,Medium,Affluent,Sub,Nairobi,High,13843,Groceries,Internet Banking,5662,Medical
11331,47,Medium,SME,Publishing copy,Nyeri,Medium,182172,Bills,Internet Banking,8077,Life
11332,67,Medium,SME,Nutritional therapist,Mombasa,High,110847,Travel,Internet Banking,5047,Travel
11333,60,Medium,SME,Further education lecturer,Mombasa,High,273459,Groceries,USSD,11162,Medical
11334,78,Low,SME,Best boy,Nyeri,Low,197231,Electronics,USSD,9184,Gadget
11335,77,Low,Mass,Retail merchandiser,Mombasa,Medium,97641,Bills,USSD,9941,Medical
11336,47,High,Mass,"Engineer, chemical",Meru,High,63715,Electronics,Internet Banking,6020,Gadget
11337,25,Low,Affluent,Clinical molecular geneticist,Thika,High,137474,Electronics,Branch,4236,Gadget
11338,51,Low,SME,Medical illustrator,Eldoret,Medium,58558,Groceries,Branch,7239,Motor
11339,74,Medium,Mass,Theatre director,Nyeri,Medium,245969,Travel,Internet Banking,8128,Travel
11340,64,High,Mass,Dietitian,Nakuru,Medium,299284,Travel,Internet Banking,3110,Travel
11341,26,High,Mass,Primary school teacher,Meru,Medium,263979,Electronics,USSD,9747,Gadget
11342,68,Medium,SME,"Programmer, applications",Meru,Low,56671,Travel,App,8777,Travel
11343,37,High,Mass,"Engineer, materials",Nyeri,Low,147557,Travel,Internet Banking,8077,Travel
11344,57,Low,SME,"Sales professional, IT",Naivasha,Low,153726,Electronics,Branch,8403,Gadget
11345,42,High,Mass,Field seismologist,Eldoret,Medium,1532,School Fees,Branch,9009,Education
11346,36,Medium,Mass,"Psychologist, occupational",Thika,Low,34193,Groceries,App,2157,Motor
11347,22,High,SME,Chartered management accountant,Kisumu,High,285804,Electronics,Internet Banking,14647,Gadget
11348,28,High,SME,Acupuncturist,Mombasa,Low,211133,School Fees,Branch,14556,Education
11349,32,High,SME,Pension scheme manager,Nyeri,High,234818,Electronics,App,2454,Gadget
11350,25,Medium,Mass,Sports development officer,Nyeri,High,90188,School Fees,USSD,7456,Education
11351,36,Low,Affluent,Futures trader,Nakuru,Low,96155,Electronics,App,12526,Gadget
11352,40,High,Affluent,Careers adviser,Kisumu,High,128545,School Fees,Branch,1361,Education
11353,44,Low,SME,Analytical chemist,Nakuru,High,24684,Travel,App,11784,Motor
11354,57,Low,SME,Neurosurgeon,Nyeri,Low,252789,Bills,Internet Banking,3825,Medical
11355,49,Low,Affluent,Animal nutritionist,Nairobi,High,61820,Travel,Branch,4485,Travel
11356,43,High,Affluent,Product designer,Nairobi,Low,78901,Travel,USSD,6833,Travel
11357,44,Low,SME,"Therapist, art",Thika,Medium,290004,Electronics,Branch,4161,Medical
11358,79,High,SME,Actor,Nyeri,Medium,51039,School Fees,USSD,11626,Education
11359,36,High,SME,Special educational needs teacher,Nakuru,High,62240,Travel,Branch,8887,Travel
11360,67,High,Affluent,Chartered management accountant,Mombasa,High,114873,Groceries,App,9021,Medical
11361,59,Low,Affluent,Astronomer,Kisumu,High,22644,Electronics,App,10684,Gadget
11362,46,High,Affluent,Land,Machakos,Low,136047,Electronics,Branch,13471,Gadget
11363,56,Medium,SME,Furniture conservator/restorer,Thika,Medium,85475,Electronics,Branch,11717,Gadget
11364,77,Medium,Mass,Investment analyst,Mombasa,Medium,79981,School Fees,USSD,7195,Education
11365,58,Medium,Affluent,Agricultural engineer,Naivasha,Medium,257166,Groceries,USSD,7803,Medical
11366,50,High,Mass,"Administrator, Civil Service",Mombasa,Medium,193329,Bills,Internet Banking,500,Life
11367,36,Medium,Mass,"Psychologist, clinical",Nairobi,High,250406,School Fees,Internet Banking,4574,Life
11368,54,High,Affluent,Magazine features editor,Eldoret,Medium,67273,School Fees,Internet Banking,3177,Medical
11369,36,High,Affluent,Town planner,Nyeri,Medium,251736,Travel,Internet Banking,5926,Travel
11370,50,High,Affluent,Medical illustrator,Meru,High,273671,Electronics,Branch,7128,Gadget
11371,64,Low,SME,Veterinary surgeon,Eldoret,High,104808,Bills,Internet Banking,13663,Gadget
11372,33,Medium,Mass,Quality manager,Nairobi,Low,103165,Groceries,Internet Banking,6385,Medical
11373,40,High,Mass,"Teacher, English as a foreign language",Mombasa,High,167569,School Fees,USSD,3892,Education
11374,24,Medium,Mass,Counselling psychologist,Nakuru,Medium,18061,Electronics,USSD,5812,Gadget
11375,43,Medium,Mass,Geoscientist,Eldoret,Medium,143621,School Fees,App,11093,Education
11376,49,Low,SME,Oncologist,Mombasa,Medium,240322,Bills,USSD,13006,Travel
11377,29,Medium,Affluent,Comptroller,Kisumu,Low,41865,Electronics,USSD,12032,Motor
11378,25,High,Affluent,Editorial assistant,Thika,Low,274169,Travel,Branch,2714,Travel
11379,22,High,SME,"Engineer, civil (contracting)",Thika,Low,266751,Electronics,Internet Banking,7812,Gadget
11380,59,Medium,Affluent,Financial controller,Nyeri,High,193975,Groceries,Branch,4329,Motor
11381,45,Medium,Mass,Health and safety inspector,Nairobi,Medium,154834,Electronics,Internet Banking,4322,Gadget
11382,70,Low,SME,Mechanical engineer,Nyeri,Low,187119,Travel,App,2586,Travel
11383,22,High,SME,"Psychologist, forensic",Machakos,Medium,85813,Bills,USSD,11215,Life
11384,66,Medium,Mass,Arts development officer,Thika,Low,272288,Groceries,App,7950,Medical
11385,43,Medium,SME,"Designer, graphic",Kisumu,High,130988,Bills,App,11765,Motor
11386,22,High,Mass,"Secretary, company",Mombasa,High,200894,Bills,Branch,2482,Life
11387,39,Medium,SME,"Administrator, sports",Meru,Medium,167823,Travel,Branch,1653,Travel
11388,32,Low,Affluent,Retail merchandiser,Machakos,Medium,26063,Travel,App,4281,Travel
11389,30,Medium,Mass,Charity fundraiser,Kisumu,Low,246416,Electronics,Branch,12403,Travel
11390,45,Medium,Affluent,Financial manager,Naivasha,Medium,71355,Groceries,App,7972,Travel
11391,50,Low,SME,"Engineer, manufacturing",Naivasha,Medium,201540,Electronics,Branch,14952,Motor
11392,60,Low,SME,Technical brewer,Nairobi,Medium,22606,Electronics,Branch,4962,Travel
11393,40,Low,SME,Chartered public finance accountant,Thika,Medium,267293,Groceries,USSD,2266,Gadget
11394,50,High,SME,Senior tax professional/tax inspector,Kisumu,Medium,22722,Travel,Internet Banking,4148,Travel
11395,60,Medium,SME,Air broker,Nyeri,Medium,172976,Electronics,App,4338,Gadget
11396,35,Medium,Affluent,"Designer, ceramics/pottery",Kisumu,High,100761,Electronics,USSD,3003,Gadget
11397,67,Low,Mass,Associate Professor,Eldoret,Low,21256,Bills,Branch,3065,Medical
11398,70,High,SME,Learning disability nurse,Thika,High,131735,School Fees,USSD,4782,Life
11399,47,Low,SME,Community arts worker,Meru,Medium,30100,Groceries,Branch,2241,Gadget
11400,43,Medium,SME,Biomedical engineer,Eldoret,Medium,157966,Electronics,App,11800,Gadget
11401,33,High,Affluent,"Scientist, marine",Kisumu,Medium,5290,Travel,App,4998,Travel
11402,30,High,SME,"Programmer, systems",Nairobi,Medium,49074,School Fees,USSD,6565,Education
11403,56,Medium,SME,Financial planner,Kisumu,Low,171909,Travel,Internet Banking,12772,Travel
11404,50,High,SME,Mining engineer,Nakuru,Low,129014,Electronics,Branch,10187,Gadget
11405,43,High,Mass,"Lecturer, further education",Nyeri,Medium,227844,Travel,Internet Banking,8614,Life
11406,65,Low,Mass,Pension scheme manager,Naivasha,Low,37798,Travel,USSD,6861,Travel
11407,18,High,SME,Air broker,Eldoret,High,87441,School Fees,Internet Banking,14358,Education
11408,66,Low,Mass,"Engineer, biomedical",Kisumu,Low,4328,Bills,USSD,10618,Medical
