transaction_id,customer_id,transaction_date,amount,category,channel,balance_after
101222,3262,2025-03-02,,Travel,USSD,52766.0
101223,4291,2025-06-06,,,,
101224,1358,,,,Branch,376906.0
101225,83,2025-02-24,,Electronics,,
101226,251,2025-02-08,100266,,,
101227,1094,2025-06-18,,Bills,,
101228,5412,2025-12-08,129949,,USSD,
101229,2388,2026-02-16,32782,Travel,Branch,672583.0
101230,1409,2024-10-18,,,USSD,448933.0
101231,6844,2025-06-20,,Electronics,App,502577.0
101232,1482,2025-01-13,,,USSD,219421.0
101233,3212,2025-04-07,,Groceries,,
101234,1099,2024-04-11,,Electronics,Internet Banking,528508.0
101235,4196,2024-12-18,31113,Travel,Internet Banking,
101236,3729,2024-09-03,257594,Travel,USSD,
101237,5295,2024-08-23,,,,692014.0
101238,3893,2024-09-11,,Electronics,,29382.0
101239,733,2025-09-28,,Electronics,Internet Banking,708514.0
101240,323,2024-04-26,,,Branch,
101241,2058,2024-04-24,,,Branch,173438.0
101242,3061,2024-06-05,16854,Travel,,
101243,3701,2024-05-07,,Travel,App,758200.0
101244,5636,2024-12-29,,Groceries,App,
101245,3385,2024-12-31,,Travel,App,
101246,1262,2026-01-01,,Travel,App,117044.0
101247,806,2025-06-13,,School Fees,App,112085.0
101248,5004,2025-06-11,,School Fees,Internet Banking,
101249,1534,2025-10-10,,School Fees,,
101250,2042,2025-05-12,,Bills,USSD,
101251,4226,2024-12-13,194592,,Internet Banking,
101252,3825,2024-03-22,249548,Bills,Internet Banking,180585.0
101253,3457,2026-03-11,,Travel,,396169.0
101254,3665,2024-09-08,,School Fees,Branch,
101255,3097,2024-06-04,,,Internet Banking,779667.0
101256,5680,2025-02-10,91257,Groceries,Internet Banking,
101257,4660,2024-04-01,,Groceries,USSD,
101258,1354,2025-04-26,157176,,App,
101259,149,2024-05-16,,Groceries,Internet Banking,799618.0
101260,5529,2024-05-28,174051,Travel,App,
101261,5731,2024-10-20,,,,49968.0
101262,6723,2024-10-11,,School Fees,Internet Banking,760566.0
101263,1784,2025-04-07,277578,Travel,USSD,511866.0
101264,6263,2025-06-05,,,USSD,485794.0
101265,5554,2025-04-28,,,,287922.0
101266,2276,2024-08-06,,Travel,App,544821.0
101267,615,2025-11-21,,Groceries,Branch,
101268,1825,2025-09-06,,School Fees,,564401.0
101269,240,2025-03-04,,Bills,Branch,652415.0
101270,913,2024-03-28,,Electronics,USSD,
101271,3014,2025-08-29,,Travel,USSD,
101272,5410,2026-01-14,,School Fees,Internet Banking,
101273,5274,2025-03-25,51769,Electronics,USSD,
101274,3754,2024-06-18,,Electronics,App,253862.0
101275,159,2024-09-02,,,USSD,24212.0
101276,4659,2024-03-19,43120,Bills,Internet Banking,
101277,4572,2024-10-25,131867,Bills,,
101278,548,2025-06-21,286733,Travel,Internet Banking,469740.0
101279,5133,2024-04-26,190089,Travel,,
101280,2901,2024-05-02,,School Fees,Internet Banking,574182.0
101281,2266,2024-08-22,,,USSD,
101282,755,2025-02-13,,Bills,Branch,648440.0
101283,735,2025-03-11,279315,,App,352926.0
101284,3792,2024-10-27,109097,,Branch,331216.0
101285,2829,2026-02-06,,Bills,App,
101286,4318,2024-05-02,,,USSD,
101287,2336,2025-11-01,164573,School Fees,Internet Banking,
101288,1925,2025-06-03,,,Internet Banking,317163.0
101289,524,2024-04-24,186023,Bills,,412789.0
101290,1511,2024-06-27,96637,Groceries,Branch,317034.0
101291,2747,2025-06-09,,Electronics,App,
101292,4777,2026-01-25,,Groceries,Internet Banking,171428.0
101293,5925,2024-07-15,,Electronics,USSD,
101294,6468,2025-05-23,,,Internet Banking,
101295,618,2025-07-26,,School Fees,,552827.0
101296,861,2025-09-15,,School Fees,Internet Banking,
101297,6185,2025-07-13,,Electronics,USSD,
101298,5881,2026-01-18,,Electronics,Internet Banking,
101299,5387,2025-05-17,,Electronics,App,698197.0
101300,4489,2025-10-17,,Electronics,App,
101301,5233,2025-08-13,,Travel,Internet Banking,
101302,1308,2025-10-20,,Bills,USSD,
101303,5910,2025-01-02,,Bills,USSD,747942.0
101304,6347,2024-09-09,,School Fees,Internet Banking,460288.0
101305,2901,2026-01-14,39933,Travel,USSD,
101306,2822,2026-02-27,56716,Electronics,App,
101307,3866,2024-07-29,,Travel,App,421998.0
101308,3315,2025-12-05,29493,Electronics,App,
101309,6926,2025-08-28,69516,,,
101310,35,2025-11-13,,Bills,Branch,761746.0
101311,2101,2025-08-08,,Electronics,App,
101312,6647,2025-07-12,,,Internet Banking,435324.0
101313,1380,2024-12-09,248311,Bills,,94465.0
101314,4246,2026-01-13,,Electronics,Internet Banking,
101315,437,,28733,,USSD,
101316,4546,2025-03-01,191348,,Branch,470058.0
101317,2573,2024-11-25,,School Fees,,
101318,4363,2026-01-27,1348,Bills,USSD,295110.0
101319,3980,2024-09-18,38649,,USSD,224884.0
101320,5729,2024-08-03,,School Fees,App,
101321,6230,2024-03-19,,Travel,Internet Banking,
101322,309,2026-03-04,269594,,USSD,
101323,4361,2024-03-30,28870,Electronics,USSD,318376.0
101324,492,2024-08-12,,Travel,USSD,
101325,5703,2024-05-02,,Electronics,Branch,
101326,5137,2025-07-26,35836,Bills,,
101327,5309,2024-09-04,,Electronics,App,301416.0
101328,522,2026-02-23,105672,,,
101329,5286,2025-09-02,,Groceries,USSD,
101330,1915,2024-08-31,,Groceries,Branch,452902.0
101331,5671,2025-07-13,250054,Groceries,USSD,
101332,6131,2024-09-18,,School Fees,Internet Banking,502095.0
101333,2926,2025-05-31,38815,Groceries,,534069.0
101334,1369,2025-04-02,,Electronics,App,
101335,3291,2024-09-04,,Travel,Branch,173367.0
101336,2142,2025-03-28,,School Fees,,757605.0
101337,3230,2025-10-31,,Bills,USSD,
101338,5995,2025-04-17,,,App,
101339,4130,2025-08-06,158255,School Fees,Branch,
101340,2849,2025-11-07,,,USSD,
101341,6560,2025-03-21,,,USSD,
101342,3578,2025-04-04,,Travel,,
101343,5610,2025-03-06,233767,,USSD,
101344,2572,2025-01-23,,Groceries,USSD,68401.0
101345,233,2025-07-07,190955,,Branch,607903.0
101346,1623,2024-07-24,,Travel,USSD,746178.0
101347,6138,2024-06-22,294532,School Fees,Internet Banking,203858.0
101348,2653,2025-01-11,154164,School Fees,Internet Banking,
101349,6251,2024-05-15,,School Fees,App,407656.0
101350,1217,2025-03-01,,Travel,Internet Banking,42026.0
101351,3540,2024-09-30,,Electronics,Internet Banking,
101352,522,2025-12-19,270654,Electronics,,59161.0
101353,4733,2024-07-12,,,Internet Banking,454670.0
101354,2835,2024-12-29,246242,Groceries,USSD,
101355,3067,2024-09-12,,,,
101356,3200,2025-01-09,,,Internet Banking,
101357,341,2024-05-02,170897,Bills,USSD,
101358,2745,2025-05-02,145797,Travel,App,
101359,3947,2024-11-05,,Electronics,,
101360,3939,2024-11-16,,Groceries,USSD,450227.0
101361,59,2024-06-10,,Bills,,243092.0
101362,6112,2024-09-15,,Groceries,App,326789.0
101363,3254,2025-05-25,,Groceries,App,
101364,4682,2025-10-17,287665,,,
101365,5634,2024-12-15,,,USSD,433673.0
101366,243,2026-02-07,213332,Bills,Branch,
101367,228,2025-09-29,43704,,,
101368,6704,2026-02-11,10216,School Fees,Branch,
101369,4614,,251124,Electronics,USSD,
101370,2603,2025-08-17,,,Internet Banking,
101371,5265,2025-11-25,,Electronics,,445410.0
101372,127,2025-12-18,,Bills,App,679949.0
101373,4431,2025-12-10,23409,Electronics,Internet Banking,
101374,4854,2024-05-26,195202,Travel,USSD,613788.0
101375,1432,2024-09-26,157147,Travel,App,
101376,2169,2024-10-10,,Travel,,151707.0
101377,5864,2024-05-23,,Bills,USSD,263935.0
101378,3960,2024-06-21,97435,,,544819.0
101379,2749,2025-04-05,100070,Groceries,Internet Banking,218290.0
101380,1309,2024-10-03,270208,Groceries,,
101381,6386,2024-04-21,,School Fees,App,
101382,2126,2024-12-02,206357,School Fees,,646766.0
101383,1594,2025-10-15,,Travel,Internet Banking,122842.0
101384,6594,2025-12-26,,Travel,Internet Banking,678869.0
101385,4080,2024-06-10,,Bills,App,
101386,1494,2025-01-25,,Travel,Branch,406888.0
101387,2031,,,Travel,Branch,129046.0
101388,3253,2024-07-05,,Travel,,307937.0
101389,4361,2026-01-06,,Electronics,Internet Banking,
101390,4778,2024-10-11,,Groceries,USSD,
101391,6439,2025-12-02,,,USSD,
101392,247,2024-09-29,181293,Electronics,Internet Banking,
101393,4520,2025-10-13,,,USSD,
101394,1083,2024-09-23,,Travel,App,504189.0
101395,5932,2024-10-06,278641,,,652021.0
101396,4929,2025-01-13,19610,Travel,Internet Banking,681724.0
101397,1482,2024-03-20,,Electronics,,106105.0
101398,11,2025-05-27,,Electronics,App,
101399,6491,2024-08-20,,Bills,USSD,
101400,2007,2025-03-13,255238,Bills,Internet Banking,
101401,6996,2024-09-24,,Travel,App,
101402,5125,2024-12-07,137563,Electronics,App,155852.0
101403,5837,2025-10-28,279598,,,328207.0
101404,3442,2024-07-25,113391,Bills,Internet Banking,675586.0
101405,3530,,7797,,,779162.0
101406,2293,2025-04-28,,School Fees,,
101407,6393,2024-10-17,11199,Electronics,App,
101408,945,2025-02-25,272604,Groceries,,
101409,435,2025-10-21,22274,,USSD,
101410,3492,2026-01-23,86649,School Fees,USSD,
101411,6249,2024-05-14,143366,School Fees,App,400829.0
101412,2290,2024-11-05,,,,113726.0
101413,3344,2026-03-07,23050,,USSD,
101414,2567,2025-05-17,239806,Electronics,Branch,93111.0
101415,1760,2025-12-12,,,Branch,574626.0
101416,6873,2025-01-23,,,,
101417,5164,2025-05-23,,,App,148471.0
101418,3876,2025-07-07,250050,Travel,USSD,65568.0
101419,2229,2025-01-17,205224,Groceries,Internet Banking,274074.0
101420,6748,2025-12-25,,Bills,Internet Banking,344937.0
101421,6572,2025-03-09,,,USSD,
101422,268,2026-01-13,120031,Bills,,759893.0
101423,6724,2025-05-14,,Travel,Branch,
101424,2199,2025-01-08,,Groceries,Branch,5927.0
101425,3688,2024-06-26,100104,,USSD,349825.0
101426,6744,2026-03-17,,Groceries,Branch,319923.0
101427,6239,2025-12-06,,School Fees,USSD,
101428,4478,2024-08-24,75292,School Fees,App,680815.0
101429,5918,2024-11-04,,Groceries,Branch,
101430,515,2026-03-14,,,,467724.0
101431,1744,2025-10-30,116704,,Branch,
101432,930,2024-11-17,,,USSD,636843.0
101433,5734,2026-03-12,,Electronics,Internet Banking,
101434,3932,2026-02-06,65633,,Branch,
101435,1449,2025-05-22,,Electronics,USSD,156517.0
101436,3888,2025-08-14,,Electronics,Branch,80243.0
101437,199,2025-06-03,,Groceries,Branch,479143.0
101438,2056,2025-08-21,221116,Bills,Branch,726459.0
101439,6023,2024-05-22,,Electronics,Internet Banking,
101440,1781,2025-03-25,163145,Bills,USSD,179700.0
101441,4901,2025-06-21,,Electronics,App,169804.0
101442,6071,2024-12-13,,Groceries,,
101443,4423,2026-01-18,,Electronics,Internet Banking,
101444,1714,2024-08-18,,,,
101445,5714,2025-04-06,,Bills,,
101446,5744,2024-05-18,,Travel,App,
101447,3093,2025-05-29,126415,,Branch,627339.0
101448,5666,2025-08-04,259034,Bills,App,
101449,6399,2025-10-25,,Travel,,548507.0
101450,3505,2024-08-16,8027,,Internet Banking,51995.0
101451,5147,2025-12-14,,Bills,,
101452,2568,2024-10-06,,,,
101453,930,2026-01-03,,,App,
101454,4626,2024-04-28,,,USSD,665337.0
101455,6644,,284617,,,
101456,5353,2024-06-18,16013,Electronics,USSD,102475.0
101457,1420,2024-06-10,,Electronics,Branch,
101458,2006,2026-02-12,,Bills,,391640.0
101459,1331,2025-01-12,51287,Electronics,App,
101460,2558,2025-12-18,,Electronics,Branch,
101461,424,2024-03-27,113082,Groceries,Internet Banking,
101462,150,2025-01-09,,School Fees,,695589.0
101463,3464,2025-06-15,,School Fees,App,255383.0
101464,1514,2025-03-10,167469,,,244143.0
101465,2716,2025-06-19,,,App,146836.0
101466,2994,2024-10-18,,Bills,App,591553.0
101467,5167,2026-03-17,131162,School Fees,USSD,296815.0
101468,6456,2025-11-05,57692,Travel,,
101469,139,2024-03-30,,Bills,App,
101470,3726,2026-02-12,,Bills,App,213376.0
101471,1871,2024-05-03,,Travel,Branch,670056.0
101472,2062,2025-11-30,,School Fees,,
101473,1996,2025-05-29,,Travel,Branch,702019.0
101474,2819,2024-05-16,,Electronics,USSD,669316.0
101475,5868,2024-09-26,,Bills,USSD,290273.0
101476,1914,2026-01-25,173101,Groceries,App,53698.0
101477,5639,2024-05-21,,,App,134442.0
101478,5671,2024-12-06,,Travel,App,
101479,4281,2025-08-23,,,,
101480,5235,2025-05-18,172701,Bills,,519994.0
101481,6254,2025-12-17,,,Internet Banking,
101482,5697,2025-04-18,246629,,App,
101483,743,2024-09-20,101014,,Branch,64569.0
101484,6425,2024-05-17,293463,Bills,Internet Banking,666726.0
101485,6687,2024-04-28,,Travel,,431155.0
101486,4182,2024-09-16,,,,
101487,4234,2024-05-14,,Groceries,App,
101488,3538,2025-12-04,,Bills,Branch,
101489,77,2025-01-11,,Electronics,Branch,
101490,1992,2025-01-29,,Electronics,USSD,
101491,5257,2026-01-13,,,App,593579.0
101492,3706,2025-01-18,99404,Electronics,,433108.0
101493,3023,2025-02-09,,Groceries,App,60863.0
101494,4872,2024-12-06,158048,School Fees,App,
101495,1017,2025-01-05,,Electronics,USSD,320768.0
101496,97,2026-03-03,223,,USSD,233673.0
101497,995,2024-07-09,,,Internet Banking,707533.0
101498,1555,2024-04-20,,Travel,App,
101499,6942,2024-06-24,,School Fees,,
101500,1033,2024-10-11,148287,Travel,USSD,196884.0
101501,83,2025-07-19,,Groceries,Internet Banking,645870.0
101502,6191,2025-04-04,248093,Electronics,Internet Banking,
101503,1536,2026-02-10,,Bills,Internet Banking,384926.0
101504,4526,2025-08-20,,,,
101505,5210,2024-07-26,,Electronics,USSD,655127.0
101506,513,2025-01-29,104744,Groceries,Branch,125861.0
101507,1923,2026-01-16,262360,Electronics,,753731.0
101508,1698,2024-05-08,,,App,132865.0
101509,5785,2025-08-27,,Electronics,Branch,
101510,3486,2024-06-06,,Electronics,,646234.0
101511,2561,2024-11-08,,Groceries,USSD,
101512,1915,2026-02-20,,Electronics,Internet Banking,
101513,4754,2024-05-29,,,,780584.0
101514,6817,2024-06-24,,Bills,App,783095.0
101515,3977,2025-07-07,253952,,App,516664.0
101516,647,2024-10-04,249348,,App,280701.0
101517,798,2025-03-08,290444,Bills,Branch,
101518,77,2026-03-08,,School Fees,Internet Banking,324832.0
101519,6225,2024-04-06,,School Fees,,
101520,5901,2026-02-23,,School Fees,Branch,
101521,6698,2025-11-03,,School Fees,,
101522,2684,2026-03-12,,Bills,USSD,117074.0
101523,742,2024-08-13,,School Fees,USSD,541259.0
101524,1226,2024-06-12,,Travel,,
101525,6990,2024-09-24,,,Branch,149157.0
101526,5567,2024-08-29,,Groceries,App,
101527,4203,2025-07-14,,,Branch,
101528,965,2025-01-17,,Groceries,Branch,
101529,5412,2025-06-30,,Bills,,
101530,5923,2024-05-23,,Groceries,Branch,
101531,4782,2024-05-31,,Groceries,USSD,
101532,5037,2024-05-10,29427,,,
101533,312,2025-05-18,,Electronics,,
101534,2647,2024-08-18,,School Fees,,742128.0
101535,2732,2025-11-15,123676,,Branch,
101536,633,2025-01-19,,School Fees,Internet Banking,
101537,4764,2024-06-03,86990,,App,
101538,4695,2025-02-23,,,App,
101539,5546,2025-06-02,,Electronics,USSD,162365.0
101540,3682,2024-05-05,,Bills,,
101541,415,2025-10-15,,Travel,App,
101542,3207,2025-12-03,,Bills,Branch,400383.0
101543,1543,2024-06-28,,Travel,Branch,
101544,772,2024-09-30,46682,Travel,Branch,298405.0
101545,4480,2024-12-14,,,USSD,
101546,2588,2024-10-17,,Electronics,,
101547,5892,2025-10-26,,Bills,App,
101548,487,2024-03-23,,School Fees,,554216.0
101549,1780,2025-09-10,,,,
101550,6408,2024-04-15,179005,,Branch,
101551,30,2025-12-26,,Bills,App,737257.0
101552,130,2025-01-13,,Bills,USSD,320863.0
101553,5190,2025-12-13,175962,,,386096.0
101554,4215,2024-04-12,,Travel,Internet Banking,
101555,2375,2025-11-09,,Travel,Branch,235929.0
101556,3984,2025-10-05,,School Fees,Internet Banking,437394.0
101557,3142,2025-11-08,,,USSD,148033.0
101558,208,2025-07-24,,,USSD,704575.0
101559,4187,2024-06-25,,School Fees,USSD,779743.0
101560,4216,2024-06-29,,,USSD,
101561,982,2024-12-12,,Travel,App,357876.0
101562,4303,2025-06-25,,Bills,Internet Banking,576955.0
101563,4502,2025-07-19,,Travel,Branch,548713.0
101564,6912,2024-06-30,,Groceries,Internet Banking,747526.0
101565,6691,2025-04-02,,Groceries,App,394428.0
101566,2172,2026-03-19,234200,Travel,,
101567,112,2024-12-18,98407,School Fees,USSD,
101568,4710,2024-04-22,,Travel,,237297.0
101569,5041,2025-04-13,62773,Bills,USSD,
101570,1410,2025-11-15,,Groceries,Branch,
101571,706,2024-06-08,,Electronics,USSD,219039.0
101572,5873,2024-11-08,211707,School Fees,USSD,
101573,6291,2025-09-08,,Electronics,,155844.0
101574,6276,2025-09-14,,School Fees,,540545.0
101575,2780,2025-12-16,,Electronics,,
101576,6994,2025-02-06,,Electronics,App,
101577,4200,2025-05-06,140834,,USSD,103175.0
101578,2601,2025-10-23,264178,,,467076.0
101579,2616,2024-04-10,,Travel,App,80030.0
101580,4858,2025-12-25,72186,School Fees,Branch,593013.0
101581,2975,2025-11-09,217615,,Branch,
101582,6806,,200453,Groceries,USSD,47507.0
101583,5040,2025-07-01,,Electronics,,205855.0
101584,848,2024-05-04,,Travel,USSD,
101585,2944,2025-07-27,56941,Bills,USSD,
101586,3221,2025-05-16,285117,School Fees,USSD,224008.0
101587,169,2025-07-13,,School Fees,App,
101588,6701,2025-02-18,72263,Groceries,USSD,296829.0
101589,985,2025-07-21,56908,Electronics,Branch,
101590,1108,2024-10-30,,Travel,,406604.0
101591,2568,2025-08-31,,Electronics,Internet Banking,593374.0
101592,107,2025-10-22,180546,Travel,Internet Banking,266638.0
101593,4981,2025-12-05,,Groceries,Internet Banking,
101594,2706,2025-07-03,,Electronics,,598757.0
101595,2079,2024-09-27,,Bills,USSD,
101596,3619,2024-09-07,,Groceries,,411052.0
101597,4343,2025-01-06,250071,Groceries,,278910.0
101598,2974,2024-09-02,,School Fees,App,
101599,1554,2024-05-16,,Travel,,
101600,2003,2024-08-09,231507,,App,501633.0
101601,6168,2025-01-14,,Electronics,Branch,
101602,498,2025-08-12,2125,Travel,App,
101603,4950,2024-09-30,192335,Groceries,Internet Banking,189014.0
101604,4400,2025-05-05,,Electronics,App,
101605,1422,2024-08-13,296218,Bills,Branch,
101606,3475,2026-01-30,135419,Travel,,38961.0
101607,4412,2024-07-17,,Travel,Internet Banking,
101608,5981,2025-12-06,,Bills,App,
101609,4374,2025-04-17,,,USSD,
101610,542,2024-03-23,,,,241480.0
101611,789,2026-02-12,,Groceries,Internet Banking,
101612,356,2024-10-04,,,Internet Banking,
101613,5644,2024-11-19,111853,Travel,App,
101614,3975,2025-01-29,,School Fees,,
101615,1227,2024-04-01,,School Fees,,
101616,250,2024-04-08,263451,Electronics,USSD,775829.0
101617,4199,2024-05-27,,Bills,USSD,
101618,5588,2025-11-17,,Groceries,Internet Banking,
101619,6179,2025-09-14,243874,School Fees,Internet Banking,322827.0
101620,3396,2025-12-31,,Electronics,Branch,471443.0
101621,3970,2024-12-20,155949,,Internet Banking,
101622,532,2025-09-29,262575,Electronics,USSD,
101623,559,2026-01-18,149493,,App,686304.0
101624,1620,2025-07-07,,Travel,Branch,360203.0
101625,1292,2024-06-26,180297,Groceries,Internet Banking,741704.0
101626,3125,2025-09-12,131474,,USSD,
101627,4881,,,,Branch,234512.0
101628,4114,2024-08-24,,,App,
101629,1128,2025-08-26,,,App,
101630,4248,2024-08-07,31708,,USSD,
101631,3912,2026-01-01,,,,
101632,5797,2025-02-20,185749,,USSD,
101633,4969,2024-10-21,,School Fees,USSD,382702.0
101634,5534,2026-01-31,,Bills,USSD,156488.0
101635,1108,2026-03-07,,,,277773.0
101636,5428,2025-01-09,,Travel,Internet Banking,
101637,5271,2025-07-04,160410,School Fees,Internet Banking,
101638,4645,2024-07-12,,Electronics,App,
101639,6523,2024-06-17,89807,,Internet Banking,
101640,6602,2024-06-17,293979,Bills,USSD,531460.0
101641,6497,2025-04-14,,Electronics,Internet Banking,
101642,1688,2025-04-14,,,,105960.0
101643,5988,2025-12-31,,Travel,Internet Banking,400079.0
101644,4472,2025-12-09,1545,Bills,USSD,623384.0
101645,4304,2024-12-14,,Bills,Internet Banking,318013.0
101646,5682,2025-10-03,,Travel,App,5856.0
101647,4556,2025-02-03,,,Internet Banking,
101648,3476,2025-09-27,147868,Electronics,App,493896.0
101649,2578,2026-03-06,275439,,Branch,534821.0
101650,2533,2026-01-05,,Bills,,518951.0
101651,4218,2026-03-11,,Groceries,App,
101652,6938,2025-07-21,117489,Groceries,Branch,5319.0
101653,2030,2024-12-04,,,Branch,632315.0
101654,1144,2024-12-31,,Electronics,USSD,315434.0
101655,4347,2024-12-05,,Bills,Branch,
101656,5959,2026-01-17,,,,
101657,5419,2024-07-26,129222,Electronics,,363601.0
101658,6191,2025-07-21,248976,Groceries,,
101659,4992,2025-01-27,,Bills,,365318.0
101660,3744,2025-04-30,,Bills,USSD,568072.0
101661,3591,2025-07-28,103361,,Internet Banking,519697.0
101662,6389,2025-09-10,258787,,App,664177.0
101663,3799,2024-10-04,15948,,USSD,108515.0
101664,1748,2024-04-09,,,USSD,
101665,4820,2025-08-29,,Electronics,App,
101666,5920,2025-03-07,,,App,699742.0
101667,218,2025-04-29,5833,Bills,Internet Banking,
101668,6116,2024-10-20,,Electronics,Internet Banking,
101669,2811,2024-08-19,208072,,,8491.0
101670,3416,2025-01-02,123207,School Fees,Internet Banking,663438.0
101671,5953,2025-03-09,,,Internet Banking,162686.0
101672,5434,2025-03-19,,School Fees,App,640080.0
101673,1717,2025-10-31,,,Branch,
101674,4700,2026-01-08,,,,
101675,290,2024-11-13,,Groceries,,
101676,4698,2025-11-04,83132,Groceries,USSD,451332.0
101677,3269,2025-03-02,41425,Travel,Internet Banking,
101678,2744,2025-03-29,,School Fees,Internet Banking,
101679,5698,2025-06-27,215047,,App,140150.0
101680,610,2025-05-15,143986,,Internet Banking,
101681,2354,2025-01-07,,School Fees,USSD,662635.0
101682,536,2024-10-18,138769,,App,1339.0
101683,3292,2025-11-07,187289,,,52653.0
101684,3758,2025-11-28,226766,,Internet Banking,108180.0
101685,757,2025-10-23,,Travel,Internet Banking,271857.0
101686,3850,2024-11-07,,Electronics,USSD,
101687,354,2024-10-12,,School Fees,USSD,656188.0
101688,4831,2024-05-11,,,App,
101689,3892,2025-10-17,,School Fees,,
101690,4331,2025-11-09,,,USSD,705180.0
101691,306,2025-03-25,221696,Groceries,USSD,
101692,5230,2025-02-12,,Travel,,
101693,6458,2025-09-05,,Travel,Branch,
101694,2996,2025-11-12,266728,Groceries,App,
101695,5133,2024-12-02,,,Branch,563489.0
101696,3709,2025-09-08,26794,School Fees,,437878.0
101697,6971,2026-01-07,,Bills,Internet Banking,
101698,2215,2025-01-24,,Travel,App,465045.0
101699,4149,2025-02-04,,School Fees,,
101700,1210,2026-01-01,,Electronics,,
101701,276,2024-04-11,,,App,139258.0
101702,6591,2025-08-30,,Travel,Branch,
101703,6496,2025-05-03,,Groceries,Internet Banking,571041.0
101704,6154,2024-06-13,,,Branch,795408.0
101705,6554,2026-01-24,150065,Travel,USSD,393677.0
101706,147,2024-11-27,,Groceries,Branch,738309.0
101707,3549,2025-02-18,,Electronics,USSD,
101708,6973,2024-08-24,234114,School Fees,App,367443.0
101709,5965,2026-01-18,102931,Groceries,USSD,
101710,4726,2025-08-22,,Groceries,,169000.0
101711,1954,2024-12-04,,,USSD,263769.0
101712,852,2024-08-15,,Electronics,,146213.0
101713,4524,2025-06-10,,Bills,,
101714,488,2026-02-11,,Travel,Branch,
101715,1554,2026-02-26,,,Internet Banking,
101716,5497,2026-01-26,254506,,Branch,
101717,1762,2024-06-16,137078,Bills,Branch,76143.0
101718,3184,2025-03-15,,Travel,,781526.0
101719,584,2024-12-08,,Electronics,Internet Banking,392087.0
101720,6800,2024-03-19,,Electronics,,52273.0
101721,4712,2025-03-16,,Bills,Internet Banking,716757.0
101722,4311,2025-11-16,,Electronics,USSD,
101723,4606,2024-05-17,,School Fees,,550855.0
101724,511,2024-06-23,,Bills,Branch,530415.0
101725,4122,2026-01-22,,Groceries,,158667.0
101726,3814,2024-10-01,,Groceries,App,
101727,2241,2024-10-14,,Electronics,App,558965.0
101728,6082,2025-06-21,,Electronics,App,
101729,2151,2025-08-03,,Travel,Branch,
101730,5325,2025-09-13,,,Branch,
101731,6555,2025-03-25,292615,Bills,App,742077.0
101732,5892,2026-02-25,,,Branch,244126.0
101733,6889,2025-10-29,,Bills,Branch,132798.0
101734,6195,2024-04-03,,School Fees,Branch,313566.0
101735,3203,2025-01-15,,,App,
101736,343,2025-06-03,,Groceries,USSD,
101737,1424,2025-12-24,,,USSD,641138.0
101738,6346,2025-05-04,269208,Groceries,Internet Banking,
101739,3868,2026-02-22,,School Fees,,169826.0
101740,4396,2024-08-31,,Travel,USSD,
101741,146,2024-11-20,152549,School Fees,Internet Banking,
101742,2818,2024-05-01,,Travel,USSD,
101743,4558,2024-10-26,227651,Travel,App,709446.0
101744,6060,2025-07-26,,,Internet Banking,
101745,916,2026-01-16,,,App,
101746,4920,2024-03-28,,Travel,App,694933.0
101747,6648,2025-12-06,,,Internet Banking,
101748,1912,2024-12-27,,Electronics,Internet Banking,
101749,6295,2024-10-18,,Electronics,USSD,784510.0
101750,3702,2024-04-22,209874,Travel,USSD,
101751,1340,2024-04-04,,School Fees,,
101752,2247,2025-03-06,,School Fees,USSD,231874.0
101753,6573,2025-06-23,,School Fees,Internet Banking,
101754,6447,2025-04-06,,Electronics,USSD,710054.0
101755,3918,2024-06-26,,,Internet Banking,
101756,2952,2025-09-14,,,,785634.0
101757,498,2026-02-24,,Travel,Internet Banking,
101758,2949,2026-01-11,,Groceries,,194950.0
101759,791,2025-11-05,220141,School Fees,,428093.0
101760,4201,2025-05-10,,,,784910.0
101761,10,2025-12-09,133095,,App,
101762,3099,2025-09-21,157116,,Branch,
101763,6755,2024-03-25,,Electronics,Internet Banking,798534.0
101764,2817,2024-10-08,277139,Bills,USSD,487856.0
101765,327,2024-12-07,,Travel,Branch,
101766,3567,2025-02-16,,School Fees,Branch,
101767,883,2024-06-27,,Electronics,App,332333.0
101768,1672,2025-08-15,,Bills,Internet Banking,
101769,5003,2025-03-31,268897,Travel,Internet Banking,544179.0
101770,738,2025-11-28,119054,Groceries,USSD,377915.0
101771,2175,2026-03-18,,Travel,App,
101772,5236,2025-06-18,,Travel,Branch,337504.0
101773,924,2026-01-05,,,Internet Banking,
101774,4267,2024-11-08,,School Fees,App,
101775,6356,2024-06-05,,,,
101776,6333,2025-09-30,,Travel,Internet Banking,
101777,5610,2025-03-13,95404,Bills,Branch,396513.0
101778,4483,2025-08-20,98947,Bills,,73901.0
101779,2825,2025-08-04,,Travel,,
101780,5108,2025-05-27,,Travel,,
101781,6870,2024-04-07,,,Branch,
101782,5721,2024-07-31,237432,Bills,App,
101783,1154,2024-11-09,140906,Bills,Internet Banking,
101784,2071,2025-01-25,,School Fees,App,762457.0
101785,6545,2025-08-20,84812,Groceries,Branch,427087.0
101786,4601,2025-09-07,,Bills,USSD,
101787,921,2024-08-23,161294,Groceries,Internet Banking,508310.0
101788,6092,2024-07-02,,Groceries,Internet Banking,
101789,3483,2025-09-26,,Bills,USSD,
101790,5652,2025-03-12,,,,270905.0
101791,6473,2024-06-11,,,Internet Banking,
